,INSTNM,CITY,STABBR,PREDDEG,LOCALE,ADM_RATE,SATVR75,SATMT75,UGDS,TUITIONFEE_IN,TUITIONFEE_OUT,C150_4,RET_FT4,C100_4,ICLEVEL,BOOKSUPPLY,ROOMBOARD_ON,OTHEREXPENSE_ON,ROOMBOARD_OFF,OTHEREXPENSE_OFF,MN_EARN_WNE_P10,STUFACR,MD_EARN_WNE_MALE0_P10,MD_EARN_WNE_MALE1_P10,BBRR4_FED_UG_PAIDINFULL,AVGFACSAL,PRGMOFR,MD_FAMINC,MEDIAN_HH_INC,PCTFLOAN,INEXPFTE,TUITFTE,RET_FT4_POOLED
5306,Verve College,Oak Brook,IL,1,21.0,,,,137.0,,,,,,3,,,,,,,20.0,,,<=0.05,,1.0,19063,,0.9767,3175.0,10376.0,
5307,Sotheby's Institute of Art-NY,New York,NY,4,11.0,,,,,,,,,,1,,,,,,,,,,PrivacySuppressed,8632.0,,,,,11057.0,26950.0,
5308,Top Nails & Hair Beauty School,Taylorsville,UT,1,21.0,,,,106.0,,,,,,3,,,,,,,13.0,,,PrivacySuppressed,,6.0,14864,,0.0,2177.0,6052.0,
5309,Santa Ana Beauty College,Santa Ana,CA,1,11.0,,,,115.0,,,,,,3,,,,,,,25.0,,,PrivacySuppressed,,4.0,7901,,0.0,1109.0,9211.0,
5310,Shepherds College,Union Grove,WI,1,31.0,0.875,,,89.0,,,,,,2,,,,,,,5.0,,,PrivacySuppressed,,3.0,12645,,0.4368,8467.0,38056.0,
5311,Woodruff Medical and Wellness Training,Tucker,GA,1,21.0,,,,179.0,,,,,,3,,,,,,,15.0,,,<=0.05,,3.0,11106,,0.7471,1864.0,9762.0,
5312,Helms College,Macon,GA,1,12.0,,,,218.0,13460.0,13460.0,,,,2,657.0,,,10665.0,4755.0,,14.0,,,<=0.05,3861.0,,15042.5,,0.3857,8415.0,7293.0,
5313,Ukiah Adult School,Ukiah,CA,1,33.0,0.5395,,,36.0,,,,,,3,,,,,,,15.0,,,PrivacySuppressed,,1.0,28020,,0.0,4252.0,0.0,
5314,Riverside County Office of Education-School of Career Education,Riverside,CA,1,11.0,,,,211.0,,,,,,3,,,,,,,23.0,,,PrivacySuppressed,,8.0,15262,,0.2125,8107.0,2709.0,
5315,Institute of Health Sciences,Hunt Valley,MD,1,21.0,,,,125.0,15100.0,15100.0,,,,3,400.0,,,11000.0,1000.0,,20.0,,,0.10-0.19,,,28369,,0.7475,1587.0,7064.0,
5316,Mid-South Christian College,Memphis,TN,3,11.0,1.0,,,17.0,11905.0,11905.0,1.0,0.5,1.0,1,400.0,3400.0,4787.0,10508.0,6837.0,,2.0,,,PrivacySuppressed,3194.0,,PrivacySuppressed,,0.0,3767.0,1986.0,0.7857
5317,New York Institute of Beauty,Islandia,NY,1,21.0,,,,270.0,,,,,,3,,,,,,,15.0,,,0.10-0.19,,2.0,26288,,0.3341,7795.0,14004.0,
5318,Ultrasound Medical Institute,Royal Palm Beach,FL,2,21.0,,,,59.0,,,,,,2,,,,,,,11.0,,,PrivacySuppressed,3021.0,2.0,19704,,0.6299,4489.0,23183.0,
5319,Xavier College School of Nursing,Stockton,CA,1,11.0,,,,76.0,,,,,,3,,,,,,,15.0,,,0.10-0.19,,1.0,25836.5,,0.8562,7467.0,19087.0,
5320,Lawrence & Company College of Cosmetology,Hanford,CA,1,13.0,,,,44.0,,,,,,3,,,,,,,15.0,,,<=0.20,,2.0,17810,,0.5333,3136.0,9604.0,
5321,Kaizen Beauty Academy,Pembroke Pines,FL,1,21.0,,,,80.0,,,,,,3,,,,,,,13.0,,,PrivacySuppressed,,4.0,19308.5,,0.3931,5105.0,9414.0,
5322,Southern Texas Careers Academy,McAllen,TX,1,12.0,,,,52.0,,,,,,3,,,,,,,25.0,,,<=0.10,,4.0,13981.5,,0.8571,2788.0,9396.0,
5323,Sharp Edgez Barber Institute,Rochester,NY,1,12.0,,,,93.0,,,,,,3,,,,,,,10.0,,,<=0.10,,1.0,12225,,0.4286,959.0,5003.0,
5324,The Salon Professional Academy-Nashville,Nashville,TN,1,11.0,,,,46.0,,,,,,3,,,,,,,7.0,,,<=0.20,,1.0,39159.5,,0.98,7399.0,18588.0,
5325,Prestige Health & Beauty Sciences Academy,Hallandale Beach,FL,1,21.0,1.0,,,51.0,,,,,,3,,,,,,,9.0,,,PrivacySuppressed,,8.0,1003,,0.2316,9446.0,12377.0,
5326,California Career Institute,Anaheim,CA,1,11.0,,,,308.0,,,,,,3,,,,,,,18.0,,,0.05-0.09,,4.0,22486,,0.767,5586.0,11872.0,
5327,Grace School of Theology,Conroe,TX,3,12.0,,,,212.0,6480.0,6480.0,0.0,0.5,0.0,1,5000.0,,,11470.0,7470.0,,14.0,,,PrivacySuppressed,5514.0,,23682,,0.0,4069.0,2579.0,0.75
5328,Yeshiva Gedolah Kesser Torah,Monsey,NY,3,21.0,0.5,,,77.0,11300.0,11300.0,0.3889,0.9048,0.3889,1,200.0,4000.0,3800.0,15250.0,3800.0,,19.0,,,PrivacySuppressed,2500.0,,38527,,0.0,2698.0,8233.0,0.8919
5329,Universal Training Institute,Perth Amboy,NJ,1,21.0,,,,158.0,,,,,,3,,,,,,,32.0,,,<=0.10,,1.0,24927,,0.617,5882.0,15015.0,
5330,Yeshiva Yesodei Hatorah,Lakewood,NJ,3,21.0,1.0,,,69.0,12500.0,12500.0,0.1765,0.8824,0.0,1,200.0,2800.0,3800.0,15250.0,3800.0,,12.0,,,PrivacySuppressed,3596.0,,36244,,0.0,16655.0,11851.0,0.5778
5331,Center for the Healing Arts,Voorhees,NJ,1,21.0,,,,31.0,,,,,,3,,,,,,,12.0,,,<=0.20,,1.0,19326,,0.4444,6370.0,18615.0,
5332,Bonnie Joseph Academy of Cosmetology & Barbering,Heber City,UT,1,32.0,,,,17.0,,,,,,3,,,,,,,17.0,,,PrivacySuppressed,,5.0,PrivacySuppressed,,0.25,6443.0,9736.0,
5333,Healthcare Training Institute,Kenner,LA,1,21.0,,,,52.0,,,,,,2,,,,,,,10.0,,,<=0.10,,9.0,13618,,0.5,605.0,7001.0,
5334,J D Academy of Salon and Spa,Danville,CA,1,21.0,,,,148.0,,,,,,3,,,,,,,15.0,,,<=0.20,,2.0,24693.5,,0.4929,4380.0,14829.0,
5335,Boca Beauty Academy,Boca Raton,FL,1,21.0,,,,164.0,,,,,,3,,,,,,,16.0,,,0.10-0.14,,10.0,17520,,0.7753,5641.0,15706.0,
5336,Paul Mitchell the School-Jersey Shore,Brick,NJ,1,21.0,,,,38.0,,,,,,3,,,,,,,19.0,,,0.05-0.09,,2.0,21955.5,,0.4054,9497.0,14021.0,
5337,City Pointe Beauty Academy,Webb City,MO,1,23.0,,,,90.0,,,,,,3,,,,,,,9.0,,,<=0.10,,5.0,16415,,0.4333,4467.0,11015.0,
5338,The Chrysm Institute of Esthetics,Virginia Beach,VA,1,11.0,,,,167.0,,,,,,3,,,,,,,20.0,,,<=0.10,,2.0,22311,,0.3288,3056.0,9623.0,
5339,Sanford Burnham Prebys Medical Discovery Institute,La Jolla,CA,4,11.0,,,,,,,,,,1,,,,,,,,,,PrivacySuppressed,16909.0,,,,,0.0,0.0,
5340,Belle Academy of Cosmetology LLC,Waterbury,CT,1,22.0,,,,3.0,,,,,,3,,,,,,,16.0,,,PrivacySuppressed,,2.0,15761.5,,0.875,6168.0,3908.0,
5341,Empire Beauty School-Augusta,Augusta,GA,1,12.0,,,,68.0,,,,,,3,,,,,,22000,17.0,22923.0,25611.0,0.05,,2.0,15061,53670.83,0.4551,7614.0,10618.0,
5342,South University-High Point,High Point,NC,3,12.0,,,,38.0,19354.0,19354.0,0.1818,,0.1818,1,1500.0,,,7792.0,6782.0,40200,9.0,33112.0,43950.0,0.05,,,20000,55764.27,0.65,9196.0,6711.0,
5343,Empire Beauty School-Vernon Hills,Vernon Hills,IL,1,21.0,,,,69.0,,,,,,3,,,,,,25900,16.0,24400.0,22379.0,0.05,,3.0,13614,79243.14,0.513,7542.0,9538.0,
5344,Empire Beauty School-Stone Park,Stone Park,IL,1,21.0,,,,127.0,,,,,,3,,,,,,25900,21.0,24400.0,22379.0,0.05,,3.0,13614,79243.14,0.4667,8628.0,8770.0,
5345,San Joaquin Valley College-Lancaster,Lancaster,CA,1,21.0,,,,198.0,,,,,,2,,,,,,33400,28.0,31409.0,47268.0,0.06,5200.0,11.0,15708,51804.36,0.652,4803.0,9844.0,
5346,Empire Beauty School-Rochester,Rochester,NY,1,21.0,,,,78.0,,,,,,3,,,,,,24800,14.0,23557.0,26569.0,0.05,,1.0,12594.5,49557.66,0.5903,9137.0,10838.0,
5347,Ross Medical Education Center-Kokomo,Kokomo,IN,1,13.0,,,,79.0,,,,,,3,,,,,,26800,26.0,33001.0,,0.07,,2.0,15232.5,63411.24,0.5844,1117.0,7368.0,
5348,Ross Medical Education Center-Erlanger,Erlanger,KY,1,21.0,,,,94.0,,,,,,3,,,,,,24900,16.0,26988.0,33570.0,0.05,,3.0,17342,79847.49,0.572,1218.0,7217.0,
5349,Ross Medical Education Center-Charleston,Charleston,WV,1,13.0,,,,71.0,,,,,,3,,,,,,24600,24.0,28674.0,36562.0,0.08,,2.0,16513,60892.43,0.4828,1155.0,5769.0,
5350,InterCoast Colleges-Fairfield,Fairfield,CA,1,22.0,,,,62.0,,,,,,3,,,,,,24600,15.0,26694.0,32968.0,0.04,,5.0,13238,59339.72,0.6677,1042.0,10060.0,
5351,Southern Careers Institute-San Antonio,San Antonio,TX,1,11.0,,,,938.0,,,,,,3,,,,,,24400,25.0,22848.0,31788.0,0.05,,8.0,14258,43098.67,0.5442,2923.0,10091.0,
5352,Milan Institute-Merced,Merced,CA,1,13.0,,,,254.0,,,,,,3,,,,,,22000,13.0,22268.0,32369.0,0.05,,6.0,12561,53620.34,0.5867,2081.0,8866.0,
5353,Midwest Technical Institute-Missouri,Springfield,MO,1,12.0,,,,385.0,,,,,,3,,,,,,29900,14.0,27128.0,36785.0,0.06,,8.0,16417,54741.74,0.5677,3419.0,7815.0,
5354,Augusta University,Augusta,GA,3,12.0,0.7328,660.0,640.0,5136.0,8832.0,24210.0,0.5019,0.6979,0.2863,1,1240.0,10350.0,4342.0,9000.0,5049.0,70600,16.0,41958.0,51190.0,0.1,8928.0,,37793.5,60039.81,0.4335,12980.0,11732.0,0.7178
5355,Middle Georgia State University,Macon,GA,3,12.0,0.9939,590.0,570.0,6745.0,4042.0,11389.0,0.2195,0.5451,0.1016,1,1293.0,8580.0,7467.0,10562.0,7467.0,35000,18.0,36653.0,44670.0,0.06,6766.0,,27992,49684.81,0.3873,6145.0,3834.0,0.571
5356,Trenz Beauty Academy,Calumet City,IL,1,21.0,,,,202.0,,,,,,3,,,,,,,25.0,,,<=0.20,,5.0,9396,,0.1643,1966.0,5539.0,
5357,Paul Mitchell the School-Denver,Lakewood,CO,1,12.0,,,,259.0,,,,,,3,,,,,,,21.0,,,<=0.10,,2.0,27797,,0.571,3862.0,9077.0,
5358,Academy of Interactive Entertainment,Seattle,WA,1,11.0,0.8226,,,89.0,22750.0,22750.0,,,,2,,,,13783.0,4609.0,,27.0,,,PrivacySuppressed,,,38364,,0.563,5851.0,19296.0,
5359,Arrojo Cosmetology School,New York,NY,1,11.0,,,,103.0,,,,,,3,,,,,,,10.0,,,0.20-0.29,,3.0,23146,,0.6063,22778.0,17342.0,
5360,Cosmetology Academy of Texarkana,Texarkana,TX,1,13.0,,,,74.0,,,,,,3,,,,,,,12.0,,,<=0.10,,6.0,14709,,0.627,2384.0,11007.0,
5361,Veritas Baptist College,Lawrenceburg,IN,3,31.0,1.0,,,123.0,7676.0,7676.0,0.5,0.75,0.3333,1,800.0,,,9650.0,6284.0,,8.0,,,PrivacySuppressed,2615.0,,38283,,0.0934,2504.0,7386.0,0.5455
5362,Lynnes Welding Training,Fargo,ND,1,12.0,,,,20.0,,,,,,3,,,,,,,14.0,,,PrivacySuppressed,,2.0,30875,,0.5294,12361.0,24923.0,
5363,Aviation Institute of Maintenance-Las Vegas,Las Vegas,NV,1,12.0,,,,286.0,16757.0,16757.0,,,,2,1000.0,,,9044.0,7875.0,39600,13.0,40026.0,49835.0,0.06,,,21224,61045.8,0.6644,3611.0,18734.0,
5364,UEI College-Bakersfield,Bakersfield,CA,1,11.0,,,,1204.0,,,,,,3,,,,,,25300,30.0,27054.0,35950.0,0.04,,9.0,6719,46280.49,0.7629,2018.0,9061.0,
5365,DeVry College of New York,New York,NY,3,11.0,0.3771,,,777.0,17488.0,17488.0,0.3611,0.2,0.2258,1,400.0,,,15212.0,7552.0,50300,30.0,38945.0,50260.0,0.05,9365.0,,22648,63213.8,0.5752,1652.0,10421.0,0.5227
5366,DeVry University-Arizona,Phoenix,AZ,3,11.0,0.5333,,,103.0,17488.0,17488.0,0.3333,,0.2791,1,400.0,,,15212.0,7552.0,50300,5.0,38945.0,50260.0,0.05,8804.0,,22648,63213.8,0.6348,5068.0,15521.0,0.7084
5367,DeVry University-California,Ontario,CA,3,12.0,0.4494,,,1457.0,17488.0,17488.0,0.0866,0.7,0.0714,1,400.0,,,15212.0,7552.0,50300,16.0,38945.0,50260.0,0.05,8670.0,,22648,63213.8,0.5306,2415.0,9360.0,0.7183
5368,DeVry University-Colorado,Westminster,CO,3,21.0,0.0,,,51.0,17488.0,17488.0,0.75,0.5,0.25,1,400.0,,,15212.0,7552.0,50300,7.0,38945.0,50260.0,0.05,6232.0,,22648,63213.8,0.6239,1027.0,3047.0,0.5556
5369,DeVry University-Florida,Miramar,FL,3,21.0,0.4091,,,457.0,17488.0,17488.0,0.2,0.0,0.2143,1,400.0,,,13004.0,7552.0,50300,21.0,38945.0,50260.0,0.05,8757.0,,22648,63213.8,0.6699,1710.0,4636.0,0.5455
5370,DeVry University-Georgia,Decatur,GA,3,21.0,0.3636,,,913.0,17488.0,17488.0,0.1212,0.3333,0.1071,1,400.0,,,13004.0,7552.0,50300,32.0,38945.0,50260.0,0.05,8647.0,,22648,63213.8,0.7059,1419.0,5735.0,0.675
5371,DeVry University-Illinois,Naperville,IL,1,12.0,0.4552,,,19729.0,17488.0,17488.0,0.4187,0.6226,0.2621,1,400.0,,,13004.0,7552.0,50300,39.0,38945.0,50260.0,0.05,8479.0,,22648,63213.8,0.7982,928.0,14840.0,0.5608
5372,DeVry University-Missouri,Kansas City,MO,3,11.0,0.4,,,23.0,17488.0,17488.0,0.4,,0.0,1,400.0,,,13004.0,7552.0,50300,3.0,38945.0,50260.0,0.05,8073.0,,22648,63213.8,0.413,6100.0,13622.0,0.6
5373,DeVry University-Nevada,Henderson,NV,3,11.0,0.6667,,,29.0,17488.0,17488.0,0.0,,0.0,1,400.0,,,15212.0,7552.0,50300,6.0,38945.0,50260.0,0.05,7500.0,,22648,63213.8,0.5429,3330.0,14741.0,0.6
5374,DeVry University-New Jersey,Iselin,NJ,3,21.0,0.4444,,,116.0,17488.0,17488.0,0.1148,1.0,0.12,1,400.0,,,15212.0,7552.0,50300,6.0,38945.0,50260.0,0.05,10849.0,,22648,63213.8,0.6391,6315.0,14588.0,0.7727
5375,DeVry University-North Carolina,Charlotte,NC,3,11.0,0.6667,,,21.0,17488.0,17488.0,0.0,,0.0,1,400.0,,,13004.0,7552.0,50300,3.0,38945.0,50260.0,0.05,5663.0,,22648,63213.8,0.5833,4986.0,18973.0,
5376,DeVry University-Ohio,Columbus,OH,3,11.0,0.4179,,,385.0,17488.0,17488.0,0.2444,0.1667,0.1143,1,400.0,,,13004.0,7552.0,50300,19.0,38945.0,50260.0,0.05,8405.0,,22648,63213.8,0.7083,2377.0,6392.0,0.5111
5377,DeVry University-Pennsylvania,Ft. Washington,PA,3,21.0,0.4,,,71.0,17488.0,17488.0,0.3846,0.0,0.2,1,400.0,,,15212.0,7552.0,50300,22.0,38945.0,50260.0,0.05,8135.0,,22648,63213.8,0.7059,2542.0,9322.0,0.5
5378,DeVry University-Tennessee,Nashville,TN,3,11.0,1.0,,,16.0,17488.0,17488.0,0.2,,0.2,1,400.0,,,13004.0,7552.0,50300,6.0,38945.0,50260.0,0.05,7899.0,,22648,63213.8,0.65,4876.0,13674.0,0.2
5379,DeVry University-Texas,Irving,TX,3,11.0,0.3636,,,174.0,17488.0,17488.0,0.2,0.6667,0.25,1,400.0,,,13004.0,7552.0,50300,6.0,38945.0,50260.0,0.05,8062.0,,22648,63213.8,0.5684,5952.0,14197.0,0.5
5380,DeVry University-Virginia,Arlington,VA,3,12.0,0.25,,,88.0,17488.0,17488.0,0.0,,0.0,1,400.0,,,15212.0,7552.0,50300,7.0,38945.0,50260.0,0.05,8597.0,,22648,63213.8,0.5,3657.0,14541.0,0.6
5381,University of North Georgia,Dahlonega,GA,3,32.0,0.8116,623.0,600.0,16515.0,5341.0,15560.0,0.3608,0.7211,0.2705,1,1460.0,11620.0,3630.0,9080.0,4240.0,46200,18.0,42065.0,53960.0,0.16,7003.0,,44262.5,68510.22,0.2383,4995.0,4773.0,0.7452
5382,South Georgia State College,Douglas,GA,2,33.0,,,,1490.0,3310.0,9662.0,0.1429,0.4286,,1,1056.0,8782.0,5346.0,8946.0,5346.0,34000,16.0,32294.0,40922.0,0.04,5753.0,,25804,44246.54,0.2727,5670.0,1911.0,0.4167
5383,Northeastern University Professional Programs,Boston,MA,3,11.0,,,,1928.0,,,,,,1,,,,,,74200,15.0,80841.0,99021.0,0.32,7849.0,,80224.5,80190.89,0.2631,4584.0,11210.0,
5384,Florida Polytechnic University,Lakeland,FL,3,41.0,0.5457,680.0,690.0,1337.0,4940.0,21005.0,0.5561,0.702,0.3929,1,1200.0,11217.0,4000.0,11471.0,4000.0,,18.0,,,PrivacySuppressed,9692.0,,,,0.2572,7227.0,1596.0,0.778
5385,American Institute-Toms River,Toms River,NJ,1,21.0,,,,341.0,,,,,,3,,,,,,27800,21.0,29424.0,,0.04,,5.0,12000,55594.28,0.6115,1761.0,10596.0,
5386,Alamo City Barber College,San Antonio,TX,1,11.0,,,,169.0,,,,,,3,,,,,,,25.0,,,<=0.10,,3.0,18683,,0.5696,1688.0,6301.0,
5387,Arizona College-Mesa,Mesa,AZ,1,11.0,,,,348.0,18334.0,18334.0,,,,2,,,,9047.0,7707.0,26400,20.0,30586.0,33457.0,0.06,4256.0,,17322.5,55688.05,0.7465,1656.0,8973.0,
5388,American College of Healthcare and Technology,Huntington Park,CA,1,21.0,,,,253.0,,,,,,3,,,,,,31300,25.0,,,0.03-0.04,,5.0,11476,58577.4,0.5179,1743.0,2623.0,
5389,Antioch College,Yellow Springs,OH,3,31.0,0.719,,,133.0,37143.0,37143.0,0.3214,0.75,0.1786,1,1200.0,7640.0,4400.0,9600.0,4400.0,,7.0,,,PrivacySuppressed,6636.0,,40859.5,,0.8103,17149.0,7443.0,0.7385
5390,Texas A&M University-Central Texas,Killeen,TX,3,41.0,0.9592,,,1771.0,6627.0,16770.0,,,,1,1400.0,,,9356.0,3322.0,,16.0,,,0.08,7941.0,,27679.5,,0.4733,8453.0,7536.0,
5391,Central Georgia Technical College,Warner Robins,GA,1,13.0,,,,5531.0,3042.0,5442.0,,,,2,1706.0,,,2402.0,4213.0,25200,14.0,26457.0,36337.0,0.07,3936.0,,16929,47477.26,0.1932,6155.0,2446.0,
5392,Barber School of Pittsburgh,Pittsburgh,PA,1,11.0,,,,98.0,,,,,,3,,,,,,,10.0,,,<=0.20,,1.0,16446,,0.6552,2348.0,12328.0,
5393,Innovate Salon Academy,South Plainfield,NJ,1,21.0,,,,184.0,,,,,,3,,,,,,,14.0,,,<=0.10,,4.0,22870.5,,0.45,5655.0,10769.0,
5394,Arizona State University Digital Immersion,Scottsdale,AZ,3,12.0,0.7021,,,42511.0,,,0.2613,,0.1307,1,,,,,,55500,25.0,53185.0,68098.0,0.17,9934.0,,35851.5,69074.33,0.4826,3738.0,5247.0,
5395,Louisiana Delta Community College,Monroe,LA,1,41.0,,,,3026.0,4159.0,4159.0,,,,2,1220.0,,,9073.0,3919.0,PrivacySuppressed,26.0,26902.0,31492.0,0.08,5229.0,,17791,,0.4058,4057.0,2317.0,
5396,The Fab School,Rancho Cucamonga,CA,1,21.0,,,,189.0,,,,,,3,,,,,,,11.0,,,0.20-0.29,,3.0,25819,,0.3695,6967.0,35352.0,
5397,Networks Barber College,Calumet City,IL,1,21.0,,,,28.0,,,,,,3,,,,,,,20.0,,,PrivacySuppressed,,2.0,9814.5,,0.4394,1575.0,16411.0,
5398,JB's Hair Design and Barber College,Oklahoma City,OK,1,11.0,,,,59.0,,,,,,3,,,,,,,15.0,,,PrivacySuppressed,,1.0,10926.5,,0.0,1687.0,7279.0,
5399,Paul Mitchell the School-Lombard,Lombard,IL,1,21.0,,,,126.0,,,,,,3,,,,,,PrivacySuppressed,12.0,23252.0,,0.05-0.06,,5.0,23471,46729.95,0.596,4669.0,9355.0,
5400,Paul Mitchell the School-Greenville,Greenville,SC,1,22.0,,,,184.0,,,,,,3,,,,,,PrivacySuppressed,14.0,17130.0,,0.05-0.06,,2.0,23585.5,49438.41,0.5813,3657.0,10208.0,
5401,Barber and Beauty Academy of Pennsylvania,Harrisburg,PA,1,21.0,,,,53.0,,,,,,3,,,,,,,13.0,,,PrivacySuppressed,,7.0,13202,,0.5862,2223.0,12381.0,
5402,Delta College of Arts & Technology-Lafayette Campus,Lafayette,LA,1,12.0,,,,147.0,,,,,,3,,,,,,29800,13.0,32483.0,40378.0,0.03-0.04,,4.0,15980,46498.91,0.8277,2174.0,6998.0,
5403,Delta College-Slidell Campus,Slidell,LA,1,23.0,,,,112.0,,,,,,3,,,,,,21300,11.0,24427.0,33447.0,0.07-0.08,,4.0,14836.5,51921.23,0.865,2537.0,7598.0,
5404,Integrity College of Health,Pasadena,CA,1,12.0,,,,113.0,,,0.7692,0.4286,,1,,,,,,,20.0,,,<=0.20,6260.0,5.0,22587,,0.6518,4691.0,17091.0,0.4286
5405,Electrical and HVAC/R Training Center,Copiague,NY,1,21.0,,,,204.0,,,,,,3,,,,,,,20.0,,,0.20-0.29,,10.0,27675,,0.5583,4462.0,9402.0,
5406,Alexander Paul Institute of Hair Design,Greenville,NC,1,13.0,,,,34.0,,,,,,3,,,,,,,17.0,,,PrivacySuppressed,,4.0,30806,,0.4079,4439.0,10544.0,
5407,California Technical Academy,Riverside,CA,1,11.0,,,,385.0,,,,,,3,,,,,,,21.0,,,0.10-0.19,,7.0,29108,,0.1294,7688.0,12406.0,
5408,More Tech Institute,Hialeah,FL,1,21.0,,,,20.0,,,,,,3,,,,,,,10.0,,,PrivacySuppressed,,4.0,0,,1.0,5315.0,19693.0,
5409,Dorsey College-Dearborn,Detroit,MI,1,11.0,,,,330.0,21600.0,21600.0,,,,3,0.0,,,9756.0,5373.0,24700,30.0,26703.0,27090.0,0.05,,,11499,60108.1,0.7652,6091.0,16763.0,
5410,Neecee's Barber College,Abilene,TX,1,12.0,,,,50.0,,,,,,3,,,,,,,25.0,,,PrivacySuppressed,,3.0,13597,,0.6636,1515.0,5351.0,
5411,Bella Cosmetology and Barber College,Greenville,TX,1,32.0,,,,53.0,,,,,,3,,,,,,,20.0,,,PrivacySuppressed,,2.0,22467.5,,0.561,3569.0,5265.0,
5412,Franklin Hair Academy School of Cosmetology,Franklin,TN,1,13.0,,,,33.0,,,,,,3,,,,,,,7.0,,,PrivacySuppressed,,4.0,14141,,0.1515,6000.0,12917.0,
5413,Ana G. Mendez University,Orlando,FL,3,11.0,,,,2961.0,10384.0,10384.0,,0.8025,,1,1652.0,,,10063.0,4548.0,,12.0,,,PrivacySuppressed,6658.0,,,,0.4543,2513.0,6918.0,0.7748
5414,Ohio Institute of Allied Health,Huber Heights,OH,1,21.0,,,,34.0,15454.0,15454.0,,,,2,3406.0,,,9432.0,8704.0,,6.0,,,<=0.20,5889.0,,26452.5,,0.9412,6249.0,9441.0,
5415,Access Careers,Hempstead,NY,1,21.0,,,,279.0,,,,,,3,,,,,,,20.0,,,<=0.20,,6.0,14403,,0.0791,3320.0,4859.0,
5416,Luckes Beauty Academy LLC,Newport  News,VA,1,12.0,,,,28.0,,,,,,3,,,,,,,11.0,,,PrivacySuppressed,,1.0,17804,,0.5614,6088.0,7242.0,
5417,Total Transformation Institute of Cosmetology,San Marcos,TX,1,13.0,,,,67.0,,,,,,3,,,,,,,16.0,,,<=0.20,,2.0,17805,,0.4394,2239.0,14547.0,
5418,Vibe Barber College,Memphis,TN,1,11.0,,,,56.0,,,,,,3,,,,,,,15.0,,,<=0.20,,1.0,314,,0.4321,1833.0,7485.0,
5419,Champ's Barber School,Lancaster,PA,1,13.0,,,,36.0,,,,,,3,,,,,,,20.0,,,<=0.20,,1.0,1895,,0.9375,2632.0,7202.0,
5420,IGlobal University,Vienna,VA,3,21.0,,,,95.0,14000.0,14000.0,0.2881,0.5,0.2778,1,1200.0,,,7902.0,7902.0,,9.0,,,PrivacySuppressed,8333.0,,,,0.0196,2281.0,9574.0,0.8462
5421,East-West Healing Arts Institute,Madison,WI,1,11.0,,,,59.0,,,,,,3,,,,,,,9.0,,,PrivacySuppressed,,1.0,26073,,0.2951,2033.0,11358.0,
5422,Standard Healthcare Services-College of Nursing,Falls Church,VA,1,21.0,0.2677,,,518.0,,,,,,2,,,,,,,35.0,,,0.10-0.14,8764.0,2.0,34584,,0.638,2525.0,11543.0,
5423,Philadelphia Technician Training,Philadelphia,PA,1,11.0,,,,675.0,,,,,,3,,,,,,,15.0,,,<=0.05,,6.0,0,,0.7479,5094.0,9938.0,
5424,Grace International Beauty School,Flushing,NY,1,11.0,,,,25.0,,,,,,3,,,,,,,10.0,,,0.60-0.79,,3.0,10058,,0.0,2582.0,3173.0,
5425,Alliance Computing Solutions,Flushing,NY,1,11.0,,,,7.0,,,,,,3,,,,,,,7.0,,,PrivacySuppressed,,2.0,12440.5,,0.1951,6272.0,5774.0,
5426,InterAmerican Technical Institute,Miami,FL,1,21.0,,,,81.0,,,,,,3,,,,,,,18.0,,,PrivacySuppressed,,4.0,0,,0.5812,5036.0,13930.0,
5427,Bay Area Medical Academy,San Francisco,CA,1,11.0,,,,198.0,,,,,,3,,,,,,,29.0,,,0.10-0.19,,1.0,16641,,0.7862,3824.0,14545.0,
5428,Mind Body Institute,Madison,TN,1,11.0,,,,49.0,,,,,,3,,,,,,,12.0,,,PrivacySuppressed,,1.0,20440,,0.4359,4680.0,12362.0,
5429,Parisian Spa Institute,Jacksonville,FL,1,11.0,,,,244.0,,,,,,3,,,,,,,18.0,,,<=0.10,,5.0,17764,,0.4948,5490.0,7244.0,
5430,Creative Touch Cosmetology School,Waterloo,IL,1,31.0,,,,22.0,,,,,,3,,,,,,,11.0,,,PrivacySuppressed,,2.0,12158,,0.619,4667.0,10550.0,
5431,LaBarberia Institute of Hair,Mayfield Hts,OH,1,21.0,,,,201.0,,,,,,2,,,,,,,14.0,,,<=0.10,,3.0,10365,,0.7692,6794.0,7950.0,
5432,Bos-Man's Barber College,Shreveport,LA,1,12.0,,,,65.0,,,,,,3,,,,,,,12.0,,,PrivacySuppressed,,2.0,9407,,0.973,440.0,9248.0,
5433,Lawrence & Company College of Cosmetology,Selma,CA,1,31.0,,,,55.0,,,,,,3,,,,,,,14.0,,,PrivacySuppressed,,4.0,9351,,0.6,1709.0,5606.0,
5434,Alabama College of Osteopathic Medicine,Dothan,AL,4,41.0,,,,,,,,,,1,,,,,,,,,,PrivacySuppressed,,,,,,17002.0,48006.0,
5435,High Desert Medical College,Lancaster,CA,1,21.0,,,,1294.0,,,,,,2,,,,,,,20.0,,,<=0.05,5695.0,13.0,13379,,0.4954,3016.0,15212.0,
5436,Paul Mitchell the School-Schenectady,Schenectady,NY,1,13.0,,,,118.0,,,,,,3,,,,,,,11.0,,,0.10-0.19,,4.0,27361,,0.5598,4884.0,16645.0,
