,School_Name,City,State,PREDDEG,LOCALE,Admission_Rate,ACT_Reading_Scores_75th_Percentile,ACT_Math_Scores_75th_Percentile,Undergraduate_Enrollment,In-State_Tuition,Out-Of-State_Tuition,C150_4,RET_FT4,Completion_Rate_100%_Expected_Time,ICLEVEL,BOOKSUPPLY,ROOMBOARD_ON,OTHEREXPENSE_ON,ROOMBOARD_OFF,OTHEREXPENSE_OFF,Mean_Earnings_10_Years_Post_Grad,Student_Faculty_Ratio,Median_Woman_Earnings_Post_Grad,Median_Male_Earnings_Post_Grad,Percentage_Federal_Loans_Paid_After_4Years,Average_Faculty_Salary,PRGMOFR,MD_FAMINC,Median_Household_Income,Percent_Undergrads_Received_Federal_Loans,Instructional_Expenditures_Per_Full_Time_Student,Net_Tuition_Revenue_Per_Full_Time_Student,RET_FT4_POOLED
295,Eastern Oregon University,La Grande,OR,3,,0.6418,530.0,520.0,2997.0,7440.0,17509.0,0.3387,0.5794,0.1725,1,1425.0,9642.0,3045.0,9642.0,3045.0,44100,25.0,,,,6145.0,,28280.0,,0.5482,7027.0,5215.0,
296,Eastern Oregon University,La Grande,OR,3,,0.9728,530.0,520.0,2765.0,7764.0,17979.0,0.2638,0.5674,0.133,1,1425.0,9642.0,3075.0,9642.0,3075.0,,17.0,,,,6219.0,,29962.5,,0.5266,6004.0,5958.0,
297,Eastern Oregon University,La Grande,OR,3,,0.9703,520.0,520.0,2721.0,8004.0,18645.0,0.3105,0.7258,0.1621,1,1425.0,8930.0,2955.0,8930.0,2955.0,,16.0,,,,6417.0,,32240.0,,0.5042,6800.0,6263.0,
298,Eastern Oregon University,La Grande,OR,3,,0.9773,570.0,560.0,2526.0,8362.0,19682.0,0.3072,0.68,0.2006,1,1425.0,9700.0,2946.0,9700.0,2364.0,,17.0,,,,7036.0,,,,0.5158,6719.0,6515.0,
299,Eastern Oregon University,La Grande,OR,3,,0.9813,573.0,560.0,2587.0,8679.0,20739.0,0.3255,0.6815,0.2211,1,1425.0,9594.0,2966.0,9594.0,2412.0,,17.0,41747.0,53316.0,,7251.0,,,,0.4969,7013.0,7197.0,
300,Eastern Oregon University,La Grande,OR,3,,0.9798,585.0,560.0,2632.0,9084.0,21729.0,0.2743,0.7167,0.1746,1,1335.0,9852.0,3111.0,9852.0,3111.0,,17.0,44739.0,52366.0,,6785.0,,,,0.4763,7117.0,7546.0,
301,Eastern Oregon University,La Grande,OR,3,,0.9425,592.0,599.0,2415.0,9405.0,22509.0,0.2801,0.7007,0.175,1,1245.0,10152.0,3264.0,10152.0,3264.0,,15.0,,,0.09,7600.0,,,,0.4416,7377.0,7761.0,
302,Eastern Oregon University,La Grande,OR,3,33.0,0.9768,592.0,599.0,2397.0,9696.0,22386.0,0.3819,0.6453,0.2686,1,1260.0,10455.0,3258.0,10455.0,3258.0,44100,15.0,44739.0,52366.0,0.09,7819.0,,32240.0,52895.14,0.4207,7354.0,8637.0,0.6734
303,Eastern Washington University,Cheney,WA,3,,0.8126,560.0,560.0,9389.0,3822.0,13299.0,0.4289,0.77,0.1814,1,822.0,5460.0,3528.0,5784.0,3528.0,,,,,,5264.0,,32466.0,,,4770.0,4170.0,
304,Eastern Washington University,Cheney,WA,3,,0.769,770.0,780.0,9603.0,4611.0,14562.0,0.4776,0.77,0.153,1,900.0,6234.0,3528.0,6234.0,3528.0,,,,,,5378.0,,34819.0,56952.77,,5420.0,4664.0,
305,Eastern Washington University,Cheney,WA,3,,0.8252,800.0,790.0,9837.0,4695.0,13725.0,0.482,0.78,0.2092,1,930.0,6549.0,3600.0,6549.0,3600.0,,,,,,5817.0,,35478.0,,,5133.0,4499.0,
306,Eastern Washington University,Cheney,WA,3,,0.8243,550.0,550.0,9447.0,4905.0,13749.0,0.469,0.7302,0.2171,1,999.0,6459.0,3708.0,6459.0,3708.0,46300,,,,,5804.0,,34653.0,,,6133.0,5241.0,
307,Eastern Washington University,Cheney,WA,3,,0.7975,530.0,540.0,9485.0,5223.0,13890.0,0.4822,0.7245,0.2166,1,1050.0,6782.0,3897.0,6782.0,3897.0,,19.0,,,,6293.0,,36822.5,,,5883.0,5086.0,
308,Eastern Washington University,Cheney,WA,3,,0.8284,530.0,540.0,9919.0,5872.0,14590.0,0.4716,0.7171,0.2147,1,1035.0,7073.0,3858.0,7073.0,3858.0,45000,21.0,,,,6270.0,,38808.0,,0.5047,5861.0,5569.0,
309,Eastern Washington University,Cheney,WA,3,,0.8232,530.0,540.0,10214.0,6605.0,15323.0,0.4797,0.732,0.2117,1,1035.0,7476.0,3708.0,7476.0,3708.0,,22.0,,,,6293.0,,36484.0,,0.519,6604.0,5712.0,
310,Eastern Washington University,Cheney,WA,3,,0.8187,540.0,540.0,10885.0,7240.0,16919.0,0.4621,0.7461,0.2112,1,1050.0,7971.0,3600.0,7971.0,3600.0,44000,22.0,,,,6411.0,,34933.0,,0.5483,6728.0,6377.0,
311,Eastern Washington University,Cheney,WA,3,,0.7901,530.0,540.0,11336.0,7933.0,18678.0,0.4646,0.7615,0.1983,1,1050.0,8412.0,3600.0,8412.0,3600.0,44500,23.0,,,,6708.0,,34302.0,,0.5453,6302.0,7026.0,
312,Eastern Washington University,Cheney,WA,3,,0.7967,540.0,550.0,11672.0,7961.0,19612.0,0.4524,0.7479,0.1851,1,1050.0,9015.0,3600.0,9015.0,3600.0,45300,21.0,,,,7287.0,,35501.5,,0.5349,6495.0,7467.0,
313,Eastern Washington University,Cheney,WA,3,,0.7439,530.0,540.0,12402.0,7972.0,21066.0,0.4577,0.7747,0.1983,1,1095.0,9628.0,3261.0,9628.0,3261.0,46700,21.0,,,,7820.0,,37314.0,,0.5201,6934.0,7535.0,
314,Eastern Washington University,Cheney,WA,3,,0.8208,540.0,550.0,10761.0,7866.0,22272.0,0.4578,0.778,0.2042,1,1095.0,10265.0,3210.0,10265.0,3210.0,,22.0,,,,8178.0,,39072.5,,0.6586,7379.0,7891.0,
315,Eastern Washington University,Cheney,WA,3,,0.9548,540.0,540.0,10546.0,6951.0,23343.0,0.4652,0.7587,0.2126,1,900.0,10941.0,3180.0,10941.0,3180.0,,21.0,,,,8469.0,,38218.5,,0.7195,7630.0,7647.0,
316,Eastern Washington University,Cheney,WA,3,,0.962,530.0,560.0,10500.0,7109.0,23862.0,0.5245,0.7618,0.2514,1,840.0,11493.0,2700.0,11493.0,2700.0,,22.0,,,,8422.0,,,,0.6909,7479.0,7220.0,
317,Eastern Washington University,Cheney,WA,3,,0.6342,550.0,530.0,10379.0,7323.0,24444.0,0.4409,0.7449,0.2384,1,870.0,12058.0,2760.0,10500.0,3270.0,,21.0,48500.0,57583.0,,8875.0,,,,0.6675,7633.0,7217.0,
318,Eastern Washington University,Cheney,WA,3,,0.957,570.0,560.0,9829.0,7526.0,25057.0,0.5351,0.7017,0.2696,1,900.0,12405.0,2700.0,10500.0,3360.0,,18.0,51339.0,60398.0,,9097.0,,,,0.6586,7980.0,7526.0,
319,Eastern Washington University,Cheney,WA,3,,0.7894,560.0,530.0,8775.0,7733.0,25702.0,0.5315,0.7091,0.2583,1,930.0,13480.0,3075.0,10500.0,3468.0,,21.0,,,0.16,8781.0,,,,0.6595,8314.0,7535.0,
320,Eastern Washington University,Cheney,WA,3,31.0,0.9707,592.0,599.0,7589.0,7922.0,25748.0,0.4962,0.6685,0.2649,1,942.0,13060.0,3132.0,10500.0,3525.0,46700,20.0,51339.0,60398.0,0.16,9399.0,,38218.5,56952.77,0.6182,7844.0,7398.0,0.6906
321,Fort Lewis College,Durango,CO,3,,0.7385,570.0,560.0,4052.0,2270.0,11862.0,0.2979,0.58,0.1113,1,850.0,5894.0,3290.0,6980.0,3712.0,,,,,,4985.0,,36388.0,,,3582.0,3301.0,
322,Fort Lewis College,Durango,CO,3,,0.7385,560.0,550.0,3825.0,5692.0,13700.0,0.2777,0.58,0.1001,1,850.0,6524.0,3534.0,8930.33,4376.0,,,,,,4932.0,,37143.0,61685.3,,3747.0,3429.0,
323,Fort Lewis College,Durango,CO,3,,0.7331,570.0,560.0,3738.0,5973.0,14064.0,0.3198,0.58,0.1279,1,1698.0,6812.0,3534.0,8930.33,4376.0,,,,,,5237.0,,36574.0,,,3967.0,4875.0,
324,Fort Lewis College,Durango,CO,3,,0.722,570.0,570.0,3777.0,6448.0,14980.0,0.297,0.5604,0.1328,1,1698.0,7186.0,3550.0,8930.33,4376.0,42300,,,,,5481.0,,37936.5,,,4058.0,4968.0,
325,Fort Lewis College,Durango,CO,3,,0.6038,573.0,590.0,3598.0,4196.0,16512.0,0.3304,0.5828,0.142,1,1698.0,7170.0,4098.0,8930.33,4376.0,,18.0,,,,5490.0,,41158.5,,,4363.0,5383.0,
326,Fort Lewis College,Durango,CO,3,,0.6776,575.0,570.0,3630.0,4646.0,17616.0,0.3426,0.5992,0.1535,1,1698.0,7444.0,4098.0,8930.33,4376.0,39600,17.0,,,,5562.0,,41610.0,,0.7021,4680.0,5084.0,
327,Fort Lewis College,Durango,CO,3,,0.6548,592.0,599.0,3709.0,4924.0,17616.0,0.3785,0.6329,0.1946,1,1680.0,9134.0,3714.0,8930.33,4376.0,,18.0,,,,5728.0,,41998.0,,0.7552,5643.0,4752.0,
328,Fort Lewis College,Durango,CO,3,,0.709,570.0,560.0,3693.0,5592.0,5592.0,0.3686,0.6526,0.1872,1,1680.0,8010.0,3684.0,8010.0,4212.0,38300,19.0,,,,5959.0,,43871.5,,0.7332,5695.0,5011.0,
329,Fort Lewis College,Durango,CO,3,,0.885,643.0,618.0,3719.0,6462.0,17734.0,0.3825,0.6057,0.1961,1,1680.0,8310.0,3684.0,8052.0,4212.0,39100,19.0,,,,6654.0,,40941.5,,0.466,5931.0,5190.0,
330,Fort Lewis College,Durango,CO,3,,0.875,570.0,580.0,3859.0,6923.0,17763.0,0.3662,0.6504,0.1727,1,1680.0,10046.0,3744.0,8280.0,4584.0,39000,21.0,,,,7028.0,,40515.0,,0.4633,6117.0,5566.0,
331,Fort Lewis College,Durango,CO,3,,0.9082,632.0,565.0,3609.0,7252.0,17780.0,0.3839,0.5238,0.1794,1,1208.0,10346.0,4748.0,8064.0,4882.0,39400,19.0,,,,7697.0,,40056.0,,0.4839,6479.0,5828.0,
332,Fort Lewis College,Durango,CO,3,,0.8596,550.0,580.0,3559.0,7600.0,17816.0,0.4047,0.6265,0.1802,1,1208.0,10680.0,5496.0,8528.0,5496.0,,17.0,,,,7078.0,,41287.0,,0.4732,7130.0,4968.0,
333,Fort Lewis College,Durango,CO,3,,0.9212,570.0,550.0,3444.0,8104.0,17816.0,0.4482,0.6519,0.2446,1,1208.0,10904.0,5308.0,8616.0,5308.0,,18.0,,,,7152.0,,41306.5,,0.4621,7082.0,4708.0,
334,Fort Lewis College,Durango,CO,3,,0.8321,600.0,610.0,3150.0,8609.0,18761.0,0.4018,0.575,0.2107,1,1250.0,11268.0,5564.0,9186.0,5564.0,,15.0,,,,7137.0,,,,0.4379,8676.0,4825.0,
335,Fort Lewis College,Durango,CO,3,,0.9092,610.0,590.0,3118.0,9040.0,19696.0,0.4373,0.619,0.2569,1,1250.0,11520.0,3618.0,10264.0,3618.0,,18.0,35365.0,41598.0,,7291.0,,,,0.4213,9526.0,5025.0,
336,Fort Lewis College,Durango,CO,3,,0.9138,610.0,590.0,3080.0,8872.0,19528.0,0.4114,0.6192,0.2762,1,1240.0,11704.0,3558.0,10488.0,3558.0,,15.0,39216.0,43974.0,,7325.0,,,,0.4117,8077.0,5021.0,
337,Fort Lewis College,Durango,CO,3,,0.9151,590.0,580.0,3205.0,8896.0,19552.0,0.4221,0.681,0.2935,1,1240.0,11858.0,3625.0,10168.0,3652.0,,15.0,,,0.15,7287.0,,,,0.3765,8848.0,4627.0,
338,Fort Lewis College,Durango,CO,3,32.0,0.9275,620.0,580.0,3260.0,9004.0,19660.0,0.4406,0.5427,0.2958,1,1240.0,12012.0,3714.0,10528.0,3714.0,39400,14.0,39216.0,43974.0,0.15,7218.0,,41306.5,61685.3,0.3117,9153.0,3815.0,0.6096
375,Idaho State University,Pocatello,ID,3,,,592.0,599.0,10613.0,3700.0,10780.0,0.2261,0.55,0.0442,1,800.0,4850.0,2540.0,7060.0,3278.0,,,,,,5019.0,,23171.0,,,10934.0,6123.0,
376,Idaho State University,Pocatello,ID,3,,,592.0,599.0,10376.0,4000.0,11700.0,0.232,0.57,0.0411,1,900.0,4988.0,2952.0,7496.0,3638.0,,,,,,5022.0,,24591.0,52463.75,,7232.0,3884.0,
377,Idaho State University,Pocatello,ID,3,,,592.0,599.0,9670.0,4190.0,12460.0,0.2885,0.54,0.0537,1,900.0,4988.0,3042.0,7496.0,3728.0,,,,,,5320.0,,25279.5,,,7974.0,4279.0,
378,Idaho State University,Pocatello,ID,3,,,592.0,599.0,9347.0,4400.0,13084.0,0.3145,0.5713,0.0358,1,900.0,5346.0,3062.0,7496.0,3748.0,43300,,,,,5613.0,,26531.5,,,9291.0,4985.0,
379,Idaho State University,Pocatello,ID,3,,,592.0,599.0,9249.0,4664.0,13868.0,0.348,0.4614,0.0932,1,900.0,5346.0,3252.0,7496.0,3996.0,,14.0,,,,5688.0,,28830.0,,,10004.0,5411.0,
380,Idaho State University,Pocatello,ID,3,,,592.0,599.0,10034.0,4968.0,14770.0,0.3367,0.6023,0.0723,1,900.0,7496.0,4213.0,7496.0,4213.0,43000,16.0,,,,5940.0,,28486.0,,0.5868,8435.0,5118.0,
381,Idaho State University,Pocatello,ID,3,,,592.0,599.0,10179.0,5416.0,15916.0,0.3093,0.6176,0.082,1,900.0,7496.0,4213.0,7496.0,4213.0,,16.0,,,,5884.0,,27088.5,,0.5829,8160.0,5345.0,
382,Idaho State University,Pocatello,ID,3,,,592.0,599.0,10113.0,5796.0,17032.0,0.2904,0.6086,0.0916,1,900.0,8064.0,4650.0,8064.0,4650.0,42700,16.0,,,,5885.0,,26486.0,,0.6466,7954.0,5673.0,
383,Idaho State University,Pocatello,ID,3,,,592.0,599.0,9986.0,6070.0,17870.0,0.3451,0.622,0.1064,1,1000.0,8064.0,4650.0,8064.0,4650.0,42400,16.0,,,,6440.0,,28161.0,,0.6488,8293.0,6496.0,
384,Idaho State University,Pocatello,ID,3,,,592.0,599.0,9337.0,6344.0,18676.0,0.3387,0.6848,0.1137,1,1000.0,8280.0,5444.0,8280.0,5444.0,42300,15.0,,,,6469.0,,29998.0,,0.537,8639.0,6823.0,
385,Idaho State University,Pocatello,ID,3,,,592.0,599.0,9370.0,6566.0,19326.0,0.3307,0.7251,0.1134,1,1000.0,8280.0,5921.0,8280.0,5921.0,43900,16.0,,,,6516.0,,33611.0,,0.4923,9016.0,7624.0,
386,Idaho State University,Pocatello,ID,3,,,592.0,599.0,8969.0,6784.0,20182.0,0.3221,0.7201,0.1326,1,1100.0,6338.0,5921.0,8280.0,5921.0,,15.0,,,,6712.0,,36599.0,,0.4462,10195.0,8242.0,
387,Idaho State University,Pocatello,ID,3,,,592.0,599.0,8307.0,6956.0,21023.0,0.2856,0.6822,0.1105,1,1000.0,6663.0,5921.0,8280.0,5921.0,,14.0,,,,6680.0,,35747.5,,0.4098,10758.0,8273.0,
388,Idaho State University,Pocatello,ID,3,,,592.0,599.0,7921.0,7166.0,21942.0,0.3032,0.6398,0.1328,1,1000.0,7024.0,5921.0,8280.0,5921.0,,14.0,,,,7156.0,,,,0.3895,11741.0,7822.0,
389,Idaho State University,Pocatello,ID,3,,,592.0,599.0,7593.0,7420.0,22940.0,0.3252,0.6324,0.1401,1,1000.0,7207.0,5921.0,8280.0,5921.0,,13.0,33723.0,53583.0,,7391.0,,,,0.3835,12162.0,7564.0,
390,Idaho State University,Pocatello,ID,3,,,592.0,599.0,7267.0,7872.0,24168.0,0.3567,0.6405,0.1598,1,1000.0,7454.0,5921.0,8280.0,5921.0,,13.0,36449.0,56371.0,,7692.0,,,,0.3603,12426.0,7596.0,
391,Idaho State University,Pocatello,ID,3,,,592.0,599.0,6973.0,7872.0,24494.0,0.3445,0.6291,0.1632,1,1000.0,7214.0,5930.0,8370.0,5930.0,,13.0,,,0.12,7745.0,,,,0.3367,12480.0,7593.0,
392,Idaho State University,Pocatello,ID,3,13.0,,592.0,599.0,6842.0,7872.0,25326.0,0.3909,0.6515,0.1959,1,1000.0,7340.0,5930.0,8370.0,5930.0,43900,13.0,36449.0,56371.0,0.12,7968.0,,35747.5,52463.75,0.3126,12445.0,8519.0,0.64
393,Lewis-Clark State College,Lewiston,ID,3,,0.7138,589.0,624.0,2942.0,3392.0,9632.0,0.3272,0.59,0.1176,1,1500.0,4200.0,3780.0,5000.0,3780.0,,,,,,4652.0,,22525.5,,,6003.0,678.0,
394,Lewis-Clark State College,Lewiston,ID,3,,0.5909,540.0,570.0,2944.0,3714.0,10266.0,0.2748,0.57,0.1029,1,1500.0,4200.0,3786.0,5000.0,3786.0,,,,,,4648.0,,24106.0,49266.88,,6084.0,673.0,
395,Lewis-Clark State College,Lewiston,ID,3,,0.6235,530.0,550.0,2928.0,3898.0,10842.0,0.2761,0.59,0.0741,1,1500.0,4500.0,4800.0,5500.0,4800.0,,,,,,4473.0,,25363.5,,,6326.0,3527.0,
396,Lewis-Clark State College,Lewiston,ID,3,,0.5912,520.0,540.0,2944.0,4092.0,11382.0,0.2725,0.5529,0.094,1,1500.0,4025.0,5400.0,5400.0,5400.0,36200,,,,,5069.0,,29058.5,,,7130.0,3942.0,
397,Lewis-Clark State College,Lewiston,ID,3,,0.5941,520.0,550.0,3016.0,4296.0,11950.0,0.2493,0.52,0.1116,1,1500.0,6500.0,4430.0,8100.0,4780.0,,20.0,,,,5137.0,,32090.5,,,7221.0,3846.0,
398,Lewis-Clark State College,Lewiston,ID,3,,0.9835,540.0,540.0,3239.0,4596.0,12786.0,0.2225,0.5008,0.068,1,1520.0,7530.0,4240.0,7530.0,4240.0,35600,15.0,,,,5027.0,,30309.0,,0.401,7129.0,3788.0,
399,Lewis-Clark State College,Lewiston,ID,3,,0.9834,550.0,550.0,3493.0,4998.0,13906.0,0.2976,0.5195,0.1592,1,1520.0,7530.0,4512.0,7530.0,4512.0,,18.0,,,,5034.0,,26919.0,,0.441,6450.0,4002.0,
400,Lewis-Clark State College,Lewiston,ID,3,,0.9862,550.0,530.0,3598.0,5348.0,14880.0,0.309,0.5553,0.0997,1,1520.0,7530.0,4512.0,7530.0,4512.0,35600,16.0,,,,5066.0,,26020.0,,0.4631,5835.0,4287.0,
401,Lewis-Clark State College,Lewiston,ID,3,,0.9911,530.0,540.0,3338.0,5562.0,15476.0,0.3018,0.4977,0.1129,1,1630.0,6600.0,3650.0,6600.0,3650.0,36600,16.0,,,,5454.0,,27589.5,,0.602,5646.0,4564.0,
402,Lewis-Clark State College,Lewiston,ID,3,,0.9977,510.0,520.0,3161.0,5786.0,16096.0,0.2698,0.5984,0.0858,1,1630.0,6100.0,3910.0,6510.0,3910.0,38000,16.0,,,,5512.0,,28414.0,,0.5878,6049.0,4589.0,
403,Lewis-Clark State College,Lewiston,ID,3,,0.9904,510.0,520.0,3168.0,8624.0,19142.0,0.2689,0.612,0.1096,1,1632.0,6570.0,3224.0,6570.0,4656.0,38200,16.0,,,,5544.0,,32378.0,,0.4628,6996.0,5085.0,
404,Lewis-Clark State College,Lewiston,ID,3,,0.9888,520.0,510.0,3013.0,7224.0,18224.0,0.3022,0.5697,0.0845,1,1632.0,6570.0,3224.0,6570.0,4656.0,,14.0,,,,5742.0,,32308.5,,0.4389,7197.0,5106.0,
405,Lewis-Clark State College,Lewiston,ID,3,,0.9715,520.0,510.0,3038.0,6120.0,17620.0,0.3037,0.5787,0.1305,1,1650.0,7392.0,2200.0,7392.0,2200.0,,14.0,,,,5817.0,,31207.0,,0.5904,7893.0,5034.0,
406,Lewis-Clark State College,Lewiston,ID,3,,0.996,560.0,540.0,2941.0,6334.0,18410.0,0.2778,0.5718,0.0939,1,1650.0,6550.0,2200.0,7712.0,2200.0,,13.0,,,,6060.0,,,,0.4337,8157.0,4623.0,
407,Lewis-Clark State College,Lewiston,ID,3,,0.9989,560.0,550.0,2787.0,6618.0,19236.0,0.3987,0.6286,0.2193,1,1650.0,6750.0,2200.0,7580.0,2200.0,,12.0,37988.0,46693.0,,6213.0,,,,0.4178,8490.0,4440.0,
408,Lewis-Clark State College,Lewiston,ID,3,,0.9976,560.0,550.0,2677.0,6982.0,19978.0,0.3834,0.603,0.1639,1,1650.0,7680.0,2200.0,7680.0,2200.0,,12.0,40814.0,49982.0,,6490.0,,,,0.3871,8612.0,4672.0,
409,Lewis-Clark State College,Lewiston,ID,3,,0.9975,560.0,550.0,2613.0,6982.0,20238.0,0.3585,0.6119,0.1514,1,1650.0,7790.0,2280.0,7790.0,2280.0,,15.0,,,0.13,6523.0,,,,0.3605,7971.0,4661.0,
410,Lewis-Clark State College,Lewiston,ID,3,13.0,1.0,592.0,599.0,2441.0,6982.0,20238.0,0.3718,0.6258,0.2107,1,1400.0,7860.0,2800.0,7860.0,2800.0,38200,15.0,40814.0,49982.0,0.13,6789.0,,31207.0,49266.88,0.3166,8367.0,5012.0,0.6187
411,Mayville State University,Mayville,ND,3,,,592.0,599.0,904.0,4489.0,9523.0,0.3595,0.61,0.2177,1,700.0,3634.0,2800.0,3508.0,2800.0,,,,,,4046.0,,43145.0,,,4274.0,2892.0,
412,Mayville State University,Mayville,ND,3,,,592.0,599.0,914.0,4943.0,10456.0,0.4286,0.64,0.313,1,700.0,3724.0,2800.0,6406.33,2978.0,,,,,,4155.0,,43249.0,51474.96,,4280.0,3628.0,
413,Mayville State University,Mayville,ND,3,,,592.0,599.0,832.0,5257.0,11291.0,0.3203,0.6,0.1538,1,700.0,3884.0,2800.0,6406.33,2978.0,,,,,,4303.0,,41939.0,,,4705.0,3893.0,
414,Mayville State University,Mayville,ND,3,,,592.0,599.0,769.0,5438.0,7335.0,0.3083,0.5882,0.1488,1,800.0,4072.0,2800.0,6406.33,2978.0,39900,,,,,4230.0,,45503.0,,,5636.0,4370.0,
415,Mayville State University,Mayville,ND,3,,,592.0,599.0,503.0,5654.0,7646.0,0.4,0.5955,0.2602,1,800.0,4272.0,2800.0,4272.0,2800.0,,14.0,,,,4485.0,,47558.0,,,6751.0,4802.0,
416,Mayville State University,Mayville,ND,3,,,592.0,599.0,668.0,5793.0,7849.0,0.3778,0.6111,0.2167,1,900.0,4488.0,2800.0,4488.0,2800.0,38000,17.0,,,,4633.0,,43971.0,,0.516,8237.0,4871.0,
417,Mayville State University,Mayville,ND,3,,,592.0,599.0,704.0,5937.0,8072.0,0.2963,0.5034,0.1667,1,900.0,5428.0,2800.0,5428.0,2800.0,,18.0,,,,4999.0,,42091.0,,0.5333,8191.0,4374.0,
418,Mayville State University,Mayville,ND,3,,,592.0,599.0,708.0,6084.0,8271.0,0.2569,0.5308,0.1972,1,900.0,5540.0,2800.0,5540.0,2800.0,35700,17.0,,,,5020.0,,47163.5,,0.5071,8759.0,4749.0,
419,Mayville State University,Mayville,ND,3,,,592.0,599.0,775.0,6193.0,8436.0,0.3942,0.52,0.2117,1,1000.0,5790.0,2800.0,5790.0,2800.0,38000,17.0,,,,5253.0,,51662.0,,0.5458,8551.0,5151.0,
420,Mayville State University,Mayville,ND,3,,,592.0,599.0,763.0,6353.0,8675.0,0.3596,0.5592,0.2093,1,1000.0,6022.0,3070.0,6022.0,3070.0,41900,17.0,,,,5460.0,,48169.0,,0.5434,8050.0,5023.0,
421,Mayville State University,Mayville,ND,3,,,592.0,599.0,784.0,6489.0,8894.0,0.4157,0.5455,0.191,1,1000.0,6452.0,3100.0,6452.0,3100.0,43300,17.0,,,,5776.0,,48391.0,,0.4942,6689.0,4986.0,
422,Mayville State University,Mayville,ND,3,,,592.0,599.0,819.0,6380.0,8845.0,0.2517,0.503,0.1241,1,1000.0,6976.0,3100.0,6976.0,3100.0,,15.0,,,,5865.0,,48505.0,,0.5123,7258.0,5459.0,
423,Mayville State University,Mayville,ND,3,,0.5521,440.0,475.0,814.0,6254.0,9073.0,0.3077,0.6148,0.1382,1,1000.0,7170.0,3100.0,7170.0,3100.0,,13.0,,,,5789.0,,47272.0,,0.5014,8780.0,5973.0,
424,Mayville State University,Mayville,ND,3,,0.481,592.0,599.0,825.0,6456.0,9084.0,0.3514,0.5564,0.1517,1,1000.0,6516.0,3100.0,7624.0,3100.0,,14.0,,,,5516.0,,,,0.4774,7287.0,5625.0,
425,Mayville State University,Mayville,ND,3,,0.8608,592.0,599.0,878.0,6666.0,9399.0,0.281,0.664,0.1589,1,1000.0,7840.0,3100.0,7840.0,3100.0,,13.0,38874.0,45915.0,,5820.0,,,,0.4786,7700.0,6051.0,
426,Mayville State University,Mayville,ND,3,,0.7013,640.0,590.0,855.0,7049.0,9946.0,0.3409,0.6015,0.1692,1,1000.0,8015.0,3100.0,8015.0,3100.0,,13.0,41972.0,53001.0,,5778.0,,,,0.4525,7843.0,6113.0,
427,Mayville State University,Mayville,ND,3,,0.5303,680.0,570.0,880.0,7381.0,10394.0,0.3077,0.6286,0.1553,1,1000.0,8015.0,3100.0,8015.0,3100.0,,13.0,,,0.13,6116.0,,,,0.4212,8618.0,6452.0,
428,Mayville State University,Mayville,ND,3,43.0,0.6099,592.0,599.0,866.0,7622.0,10756.0,0.3185,0.6212,0.1811,1,1000.0,8955.0,3100.0,8955.0,3100.0,43300,14.0,41972.0,53001.0,0.13,6135.0,,47272.0,51474.96,0.4524,8504.0,6660.0,0.6245
429,Minot State University,Minot,ND,3,,0.7906,592.0,599.0,3576.0,3712.0,8989.0,0.2965,0.62,0.0864,1,800.0,3450.0,3200.0,3400.0,3200.0,,,,,,4700.0,,32435.0,,,4489.0,2677.0,
430,Minot State University,Minot,ND,3,,0.8543,592.0,599.0,3547.0,4092.0,9870.0,0.2887,0.7,0.0935,1,800.0,4460.0,2900.0,4080.0,2900.0,,,,,,4917.0,,34520.0,47057.03,,4998.0,3243.0,
431,Minot State University,Minot,ND,3,,0.9386,530.0,530.0,3432.0,4492.0,10818.0,0.2721,0.69,0.135,1,900.0,4614.0,3200.0,5294.0,2900.0,,,,,,4910.0,,35249.0,,,5204.0,3648.0,
432,Minot State University,Minot,ND,3,,0.8,530.0,510.0,3611.0,4774.0,11416.0,0.3055,0.6883,0.1103,1,900.0,5438.0,2900.0,6850.69,3387.38,40100,,,,,5305.0,,37552.0,,,6079.0,4518.0,
433,Minot State University,Minot,ND,3,,0.7154,530.0,510.0,3172.0,5043.0,12022.0,0.3046,0.6945,0.1303,1,900.0,5670.0,3100.0,6850.69,3387.38,,12.0,,,,5340.0,,41171.0,,,6378.0,4712.0,
434,Minot State University,Minot,ND,3,,0.8218,510.0,530.0,2901.0,5410.0,5410.0,0.3448,0.702,0.1609,1,1000.0,5822.0,3200.0,6850.69,3387.38,39100,14.0,,,,5680.0,,40681.5,,0.5186,7365.0,5039.0,
435,Minot State University,Minot,ND,3,,0.7384,540.0,500.0,3068.0,5637.0,5637.0,0.3898,0.7064,0.1671,1,1000.0,6214.0,3300.0,6850.69,3387.38,,14.0,,,,5945.0,,39361.0,,0.496,8105.0,4644.0,
436,Minot State University,Minot,ND,3,,0.5778,480.0,540.0,2863.0,5763.0,5763.0,0.3341,0.6299,0.1492,1,1000.0,6464.0,3300.0,6850.69,3387.38,40600,14.0,,,,6231.0,,41050.5,,0.4618,7989.0,4652.0,
437,Minot State University,Minot,ND,3,,0.5364,530.0,563.0,2777.0,5920.0,5920.0,0.3341,0.6568,0.1258,1,1000.0,5381.0,3400.0,7931.0,3400.0,43700,13.0,,,,6640.0,,42425.0,,0.4309,8124.0,4858.0,
