,School_Name,City,State,PREDDEG,LOCALE,Admission_Rate,ACT_Reading_Scores_75th_Percentile,ACT_Math_Scores_75th_Percentile,Undergraduate_Enrollment,In-State_Tuition,Out-Of-State_Tuition,C150_4,RET_FT4,Completion_Rate_100%_Expected_Time,ICLEVEL,BOOKSUPPLY,ROOMBOARD_ON,OTHEREXPENSE_ON,ROOMBOARD_OFF,OTHEREXPENSE_OFF,Mean_Earnings_10_Years_Post_Grad,Student_Faculty_Ratio,Median_Woman_Earnings_Post_Grad,Median_Male_Earnings_Post_Grad,Percentage_Federal_Loans_Paid_After_4Years,Average_Faculty_Salary,PRGMOFR,MD_FAMINC,Median_Household_Income,Percent_Undergrads_Received_Federal_Loans,Instructional_Expenditures_Per_Full_Time_Student,Net_Tuition_Revenue_Per_Full_Time_Student,RET_FT4_POOLED
0,Adams State University,Alamosa,CO,3,,0.7433,570.0,550.0,1971.0,2602.0,8294.0,0.3445,0.52,0.1739,1,1187.0,6080.0,1620.0,7236.0,1620.0,,,,,,4821.0,,28239.5,,,2784.0,1608.0,
1,Adams State University,Alamosa,CO,3,,0.9978,592.0,599.0,2198.0,4773.0,9123.0,0.3535,0.55,0.1634,1,1306.0,6080.0,1928.0,9641.45,2710.82,,,,,,4780.0,,27118.5,50726.71,,2961.0,1767.0,
2,Adams State University,Alamosa,CO,3,,0.6294,540.0,540.0,2150.0,2924.0,9351.0,0.3088,0.57,0.1417,1,1160.0,6160.0,1746.0,9641.45,2710.82,,,,,,4985.0,,27937.0,,,2836.0,2311.0,
3,Adams State University,Alamosa,CO,3,,0.5767,553.0,510.0,2119.0,3466.0,10810.0,0.2925,0.5412,0.1511,1,1698.0,6410.0,2410.0,9641.45,2710.82,41200.0,,,,,5338.0,,28081.0,,,3212.0,2588.0,
4,Adams State University,Alamosa,CO,3,,0.6659,540.0,563.0,2173.0,3790.0,11686.0,0.2687,0.4926,0.1614,1,1749.0,6952.0,2529.0,9641.45,2710.82,,14.0,,,,5527.0,,29027.0,,,5988.0,4469.0,
5,Adams State University,Alamosa,CO,3,,0.5725,550.0,545.0,2349.0,4454.0,13598.0,0.2917,0.5754,0.1396,1,1749.0,7220.0,2566.0,9641.45,2710.82,38000.0,17.0,,,,5451.0,,30142.5,,0.5966,5976.0,4566.0,
6,Adams State University,Alamosa,CO,3,,0.5511,510.0,520.0,2444.0,4971.0,14931.0,0.2456,0.6222,0.1107,1,1749.0,7720.0,2566.0,9641.45,2710.82,,17.0,,,,5560.0,,31299.0,,0.7597,6830.0,4247.0,
7,Adams State University,Alamosa,CO,3,,0.6365,550.0,550.0,2441.0,5627.0,15875.0,0.2049,0.5399,0.0863,1,1314.0,7731.0,2565.0,8712.0,2583.0,36900.0,14.0,,,,5503.0,,33121.0,,0.6538,11164.0,8812.0,
8,Adams State University,Alamosa,CO,3,,0.6066,530.0,550.0,2382.0,6448.0,17416.0,0.2073,0.5864,0.0785,1,1350.0,8002.0,2610.0,8901.0,2610.0,37700.0,16.0,,,,6000.0,,34604.0,,0.632,7166.0,5460.0,
9,Adams State University,Alamosa,CO,3,,0.526,533.0,550.0,2227.0,7449.0,18081.0,0.227,0.5592,0.1153,1,1350.0,8282.0,2610.0,8982.0,2610.0,38100.0,15.0,,,,5986.0,,35416.0,,0.629,7996.0,6026.0,
10,Adams State University,Alamosa,CO,3,,0.6529,520.0,560.0,2110.0,8014.0,18814.0,0.2125,0.5829,0.0941,1,1350.0,8572.0,2628.0,9072.0,2628.0,38100.0,15.0,,,,5861.0,,35904.5,,0.6305,8399.0,6568.0,
11,Adams State University,Alamosa,CO,3,,0.6435,530.0,533.0,2067.0,8574.0,19086.0,0.2698,0.5312,0.1054,1,1800.0,8696.0,2656.0,9603.0,2656.0,,14.0,,,,5999.0,,34067.5,,0.6062,9246.0,6691.0,
12,Adams State University,Alamosa,CO,3,,0.9857,530.0,520.0,1982.0,9153.0,20169.0,0.2514,0.6098,0.1373,1,1800.0,8550.0,2763.0,9693.0,2763.0,,16.0,,,,6222.0,,31933.0,,0.5362,9328.0,6776.0,
13,Adams State University,Alamosa,CO,3,,0.9888,540.0,540.0,1876.0,9440.0,20456.0,0.2852,0.6165,0.1438,1,1800.0,8630.0,3025.0,10332.0,3025.0,,16.0,,,,6022.0,,,,0.5539,11547.0,6567.0,
15,Adams State University,Alamosa,CO,3,,0.9909,550.0,540.0,1727.0,9440.0,20864.0,0.299,0.5877,0.1868,1,1800.0,8760.0,2916.0,10242.0,3069.0,,15.0,34744.0,43238.0,,6304.0,,,,0.4239,7681.0,7192.0,
16,Adams State University,Alamosa,CO,3,,0.9988,550.0,540.0,1612.0,9560.0,21296.0,0.3214,0.5929,0.1436,1,1800.0,8916.0,3105.0,11439.0,3105.0,,13.0,,,0.1,6348.0,,,,0.5409,8574.0,7183.0,
17,Adams State University,Alamosa,CO,3,33.0,0.9983,570.0,570.0,1484.0,9680.0,17933.0,0.287,0.5924,0.2198,1,1800.0,9167.0,3150.0,11844.0,3150.0,38100.0,11.0,34744.0,43238.0,0.1,6465.0,,31933.0,50726.71,0.4932,8530.0,6779.0,0.5926
18,Arizona State University-Downtown Phoenix,Phoenix,AZ,3,,0.8768,540.0,540.0,1532.0,4688.0,15847.0,,0.0,,1,950.0,6900.0,3822.0,6900.0,3822.0,,,,,,7281.0,,36306.0,,,,,
19,Arizona State University-Downtown Phoenix,Phoenix,AZ,3,,0.8768,540.0,540.0,1725.0,4971.0,17003.0,,0.7381,,1,950.0,7320.0,3830.0,7410.0,3880.0,56700.0,,,,,7396.0,,38053.5,,,12422.0,7696.0,
20,Arizona State University-Downtown Phoenix,Phoenix,AZ,3,,0.757,600.0,590.0,8555.0,9861.0,23654.0,0.4732,0.8408,0.2871,1,1040.0,11466.0,3154.0,8788.0,4386.0,52600.0,24.0,,,,8746.0,,37522.0,,0.5784,9165.0,11815.0,
21,Arizona State University-Downtown Phoenix,Phoenix,AZ,3,,0.7886,590.0,590.0,9113.0,10157.0,24503.0,0.5833,0.8401,0.4149,1,1060.0,11974.0,3404.0,8788.0,4386.0,55500.0,24.0,,,,8671.0,,37849.0,,0.5786,9648.0,12430.0,
22,Arizona State University-Downtown Phoenix,Phoenix,AZ,3,,0.7848,590.0,590.0,9158.0,10158.0,25458.0,0.6406,0.8316,0.4736,1,1081.0,13000.0,3404.0,9216.0,4708.0,,21.0,,,,8606.0,,36646.0,,0.5672,9902.0,13171.0,
23,Arizona State University-Downtown Phoenix,Phoenix,AZ,3,,0.767,590.0,590.0,9232.0,10370.0,26470.0,0.6722,0.8436,0.535,1,1103.0,13310.0,3404.0,9216.0,4708.0,,18.0,,,,8855.0,,35851.5,,0.5391,5554.0,8575.0,
24,Arizona State University-Downtown Phoenix,Phoenix,AZ,3,,0.7721,640.0,620.0,8898.0,10792.0,27372.0,0.656,0.8588,0.5484,1,1125.0,13842.0,3404.0,9493.0,4708.0,,15.0,,,,8932.0,,,,0.5191,6280.0,9690.0,
25,Arizona State University-Downtown Phoenix,Phoenix,AZ,3,,0.8062,640.0,630.0,8697.0,10822.0,28336.0,0.6948,0.856,0.5939,1,1148.0,14584.0,3430.0,9684.0,4412.0,,14.0,49782.0,64882.0,,9177.0,,,,0.4852,9185.0,12487.0,
26,Arizona State University-Downtown Phoenix,Phoenix,AZ,3,,0.8185,640.0,630.0,8509.0,11338.0,29428.0,0.5752,0.8524,0.4882,1,1171.0,14924.0,3430.0,9684.0,4412.0,,13.0,53185.0,68098.0,,9525.0,,,,0.4396,9430.0,12462.0,
29,Arizona State University-Polytechnic,Mesa,AZ,3,,0.7643,570.0,610.0,2372.0,3974.0,12828.0,,0.8,,1,838.0,5155.0,3726.0,8110.0,4680.0,,,,,,6863.0,,32763.0,,,6405.0,5125.0,
30,Arizona State University-Polytechnic,Mesa,AZ,3,,0.8596,575.0,610.0,2538.0,4294.0,15043.0,1.0,0.0,1.0,1,948.0,6768.0,3726.0,8354.0,4680.0,,,,,,6650.0,,34494.0,69074.33,,6747.0,5182.0,
31,Arizona State University-Polytechnic,Mesa,AZ,3,,0.8671,570.0,610.0,2590.0,4447.0,15797.0,,0.58,,1,950.0,5100.0,3822.0,6900.0,3822.0,,,,,,7491.0,,36306.0,,,9756.0,7348.0,
32,Arizona State University-Polytechnic,Mesa,AZ,3,,0.8671,570.0,610.0,3016.0,4768.0,17001.0,,,,1,950.0,7320.0,3830.0,7410.0,3880.0,56700.0,,,,,7634.0,,38053.5,,,7296.0,6344.0,
33,Arizona State University-Polytechnic,Mesa,AZ,3,,0.7479,590.0,630.0,3305.0,9545.0,22497.0,0.5505,0.8378,0.3456,1,1040.0,10242.0,3154.0,8788.0,4386.0,52600.0,17.0,,,,8042.0,,37522.0,,0.5658,9407.0,12126.0,
34,Arizona State University-Polytechnic,Mesa,AZ,3,,0.7673,620.0,640.0,3726.0,9683.0,23312.0,0.5948,0.8217,0.3607,1,1060.0,10720.0,3404.0,8788.0,4386.0,55500.0,18.0,,,,8198.0,,37849.0,,0.5308,10320.0,13296.0,
35,Arizona State University-Polytechnic,Mesa,AZ,3,,0.795,600.0,630.0,3669.0,9684.0,24219.0,0.5804,0.8459,0.3147,1,1081.0,11760.0,3404.0,9216.0,4708.0,,18.0,,,,8310.0,,36646.0,,0.5048,10183.0,13545.0,
36,Arizona State University-Polytechnic,Mesa,AZ,3,,0.7609,610.0,640.0,3861.0,9886.0,25181.0,0.6127,0.8487,0.3627,1,1103.0,11474.0,3404.0,9216.0,4708.0,,19.0,,,,8349.0,,35851.5,,0.484,5821.0,8987.0,
37,Arizona State University-Polytechnic,Mesa,AZ,3,,0.7628,640.0,660.0,4224.0,10301.0,26038.0,0.5906,0.8515,0.4181,1,1125.0,12093.0,3404.0,9493.0,4708.0,,18.0,,,,8507.0,,,,0.4725,5807.0,8960.0,
38,Arizona State University-Polytechnic,Mesa,AZ,3,,0.8337,650.0,660.0,4495.0,9840.0,25576.0,0.5723,0.8145,0.4248,1,1148.0,11683.0,3430.0,9684.0,4412.0,,18.0,49782.0,64882.0,,8725.0,,,,0.4308,6358.0,8643.0,
39,Arizona State University-Polytechnic,Mesa,AZ,3,,0.8371,640.0,660.0,4606.0,10268.0,26548.0,0.4496,0.8692,0.3204,1,1171.0,12728.0,3430.0,9684.0,4412.0,,21.0,53185.0,68098.0,,9078.0,,,,0.41,6729.0,8892.0,
42,Arizona State University-West,Glendale,AZ,3,,0.8214,570.0,560.0,5244.0,4064.0,12919.0,,0.74,,1,838.0,6574.0,3726.0,8110.0,4680.0,,,,,,6640.0,,32763.0,,,4395.0,3561.0,
43,Arizona State University-West,Glendale,AZ,3,,0.864,580.0,570.0,5546.0,4251.0,15730.0,,0.74,,1,948.0,6768.0,3726.0,8354.0,4680.0,,,,,,6373.0,,34494.0,69074.33,,5644.0,4199.0,
44,Arizona State University-West,Glendale,AZ,3,,0.5976,570.0,570.0,5726.0,4400.0,15750.0,,0.74,,1,950.0,6900.0,3822.0,9340.0,3822.0,,,,,,6584.0,,36306.0,,,6102.0,5430.0,
45,Arizona State University-West,Glendale,AZ,3,,0.6013,570.0,570.0,5860.0,4766.0,16999.0,0.5768,0.7721,0.3568,1,950.0,7320.0,3830.0,7410.0,3880.0,56700.0,,,,,7437.0,,38053.5,,,2688.0,2193.0,
46,Arizona State University-West,Glendale,AZ,3,,0.759,590.0,600.0,3243.0,9545.0,22497.0,0.5519,0.8435,0.3512,1,1040.0,9378.0,3154.0,8788.0,4386.0,52600.0,14.0,,,,8293.0,,37522.0,,0.6145,9017.0,11624.0,
47,Arizona State University-West,Glendale,AZ,3,,0.778,600.0,590.0,3280.0,9683.0,23312.0,0.5918,0.8631,0.422,1,1060.0,9440.0,3404.0,8788.0,4386.0,55500.0,13.0,,,,8582.0,,37849.0,,0.5977,8436.0,10868.0,
48,Arizona State University-West,Glendale,AZ,3,,0.7553,600.0,600.0,3223.0,9684.0,24219.0,0.7061,0.8452,0.4962,1,1081.0,10474.0,3404.0,9216.0,4708.0,,12.0,,,,8398.0,,36646.0,,0.5876,9044.0,12030.0,
49,Arizona State University-West,Glendale,AZ,3,,0.7786,588.0,580.0,3201.0,9886.0,25181.0,0.6549,0.8652,0.4469,1,1103.0,10754.0,3404.0,9216.0,4708.0,,11.0,,,,8566.0,,35851.5,,0.5488,8998.0,13892.0,
50,Arizona State University-West,Glendale,AZ,3,,0.7965,630.0,620.0,3563.0,10301.0,26038.0,0.5772,0.8802,0.4396,1,1125.0,11212.0,3404.0,9493.0,4708.0,,12.0,,,,8651.0,,,,0.5181,9388.0,14486.0,
51,Arizona State University-West,Glendale,AZ,3,,0.8241,620.0,630.0,3981.0,9840.0,25576.0,0.7041,0.8275,0.568,1,1148.0,11588.0,3430.0,9684.0,4412.0,,12.0,49782.0,64882.0,,10096.0,,,,0.4766,7646.0,10395.0,
52,Arizona State University-West,Glendale,AZ,3,,0.8175,640.0,630.0,4540.0,10268.0,26548.0,0.4829,0.8626,0.4106,1,1171.0,11914.0,3430.0,9684.0,4412.0,,13.0,53185.0,68098.0,,9457.0,,,,0.4295,7571.0,10005.0,
55,Black Hills State University,Spearfish,SD,3,,0.9292,592.0,599.0,3170.0,4819.0,9985.0,0.2532,0.53,0.0773,1,800.0,4090.0,2700.0,4070.0,2700.0,,,,,,5009.0,,33636.0,,,3483.0,3544.0,
56,Black Hills State University,Spearfish,SD,3,,0.6873,592.0,599.0,3173.0,5070.0,10390.0,0.2222,0.55,0.1154,1,800.0,4310.0,2800.0,6640.42,3900.0,,,,,,5127.0,,36064.5,49477.45,,3797.0,3955.0,
57,Black Hills State University,Spearfish,SD,3,,0.9392,592.0,599.0,3141.0,5334.0,6605.0,0.2355,0.55,0.1021,1,800.0,4667.0,2800.0,7500.0,2800.0,,,,,,5468.0,,37294.0,,,3830.0,4119.0,
58,Black Hills State University,Spearfish,SD,3,,0.9104,592.0,599.0,3042.0,5803.0,7123.0,0.2212,0.5902,0.1169,1,800.0,4381.0,2800.0,6640.42,3900.0,37100.0,,,,,5562.0,,38276.0,,,4051.0,4764.0,
59,Black Hills State University,Spearfish,SD,3,,0.9349,592.0,599.0,3102.0,6269.0,12411.0,0.3147,0.5683,0.081,1,800.0,4380.0,2800.0,6640.42,3900.0,,19.0,,,,5711.0,,38461.0,,,4316.0,4846.0,
60,Black Hills State University,Spearfish,SD,3,,0.6996,592.0,599.0,3215.0,6641.0,6641.0,0.2971,0.6157,0.0969,1,1000.0,5523.0,2800.0,6640.42,3900.0,37000.0,19.0,,,,5858.0,,37109.0,,0.57,4316.0,5218.0,
61,Black Hills State University,Spearfish,SD,3,,0.8928,592.0,599.0,3440.0,6951.0,8547.0,0.2926,0.6406,0.0806,1,1000.0,5729.0,3000.0,6640.42,3900.0,,20.0,,,,5815.0,,38165.0,,0.5991,4951.0,5649.0,
62,Black Hills State University,Spearfish,SD,3,,0.9417,592.0,599.0,3311.0,7424.0,9252.0,0.286,0.613,0.128,1,1000.0,6603.0,3000.0,6640.42,3900.0,37800.0,20.0,,,,6056.0,,38918.0,,0.6125,4853.0,5576.0,
63,Black Hills State University,Spearfish,SD,3,,0.9101,592.0,599.0,3181.0,7320.0,9184.0,0.3782,0.6089,0.2068,1,1000.0,5641.0,3100.0,6380.0,3100.0,37500.0,19.0,,,,6545.0,,40031.5,,0.613,5189.0,5763.0,
64,Black Hills State University,Spearfish,SD,3,,0.8924,635.0,594.0,3156.0,7617.0,9617.0,0.3347,0.5934,0.1081,1,1100.0,5945.0,3200.0,6712.0,3200.0,38800.0,20.0,,,,6666.0,,43631.0,,0.5873,5627.0,6118.0,
65,Black Hills State University,Spearfish,SD,3,,0.941,533.0,523.0,2910.0,7617.0,10097.0,0.3303,0.6279,0.1174,1,1200.0,6330.0,4300.0,6330.0,4300.0,40500.0,20.0,,,,6957.0,,45093.0,,0.5587,5968.0,6137.0,
66,Black Hills State University,Spearfish,SD,3,,0.8404,500.0,555.0,2849.0,8004.0,10586.0,0.3611,0.6278,0.1574,1,1200.0,6458.0,4300.0,6458.0,4300.0,,19.0,,,,7081.0,,48128.0,,0.494,6270.0,6268.0,
67,Black Hills State University,Spearfish,SD,3,,0.7976,570.0,530.0,2770.0,8004.0,10920.0,0.3889,0.6347,0.162,1,1200.0,6695.0,4300.0,6695.0,4300.0,,20.0,,,,7118.0,,51046.0,,0.4813,6368.0,6598.0,
68,Black Hills State University,Spearfish,SD,3,,0.8695,628.0,588.0,2736.0,8602.0,11602.0,0.3532,0.6929,0.1291,1,1200.0,6820.0,4300.0,6820.0,4300.0,,20.0,,,,6840.0,,,,0.4683,6377.0,6386.0,
69,Black Hills State University,Spearfish,SD,3,,0.8832,600.0,580.0,2563.0,8733.0,11778.0,0.343,0.6206,0.1393,1,1200.0,6978.0,4300.0,6978.0,4300.0,,18.0,37125.0,46104.0,,6938.0,,,,0.4489,6575.0,6273.0,
70,Black Hills State University,Spearfish,SD,3,,0.8394,590.0,580.0,2416.0,9009.0,12155.0,0.377,0.6152,0.1938,1,1200.0,7142.0,4500.0,7142.0,4500.0,,16.0,39048.0,47045.0,,6996.0,,,,0.4312,6672.0,6134.0,
71,Black Hills State University,Spearfish,SD,3,,0.9714,615.0,588.0,2243.0,8672.0,11742.0,0.3926,0.6491,0.2035,1,1200.0,7200.0,4500.0,7200.0,4500.0,,16.0,,,0.14,7098.0,,,,0.3909,7287.0,6200.0,
72,Black Hills State University,Spearfish,SD,3,32.0,0.9725,580.0,570.0,2042.0,9000.0,12100.0,0.4248,0.6135,0.2626,1,1200.0,7400.0,4500.0,7400.0,4500.0,40500.0,17.0,39048.0,47045.0,0.14,7283.0,,51046.0,49477.45,0.3566,6211.0,6535.0,0.6328
73,Boise State University,Boise,ID,3,,0.9236,540.0,525.0,14841.0,3520.0,10576.0,0.3018,0.63,0.0866,1,1014.0,4678.0,3638.0,4678.0,3638.0,,,,,,5545.0,,25881.0,,,4856.0,3357.0,
74,Boise State University,Boise,ID,3,,0.8968,590.0,575.0,15623.0,3872.0,11280.0,0.3174,0.61,0.0561,1,1050.0,4829.0,3750.0,4829.0,3750.0,,,,,,5660.0,,26704.0,58298.66,,5117.0,3932.0,
75,Boise State University,Boise,ID,3,,0.8955,590.0,575.0,15896.0,4154.0,11932.0,0.2763,0.63,0.0577,1,1050.0,5778.0,3532.0,5778.0,3532.0,,,,,,5883.0,,29124.5,,,5451.0,4059.0,
76,Boise State University,Boise,ID,3,,0.8644,580.0,580.0,16571.0,4410.0,12578.0,0.2823,0.6444,0.062,1,1138.0,5938.0,3566.0,5938.0,3566.0,40500.0,,,,,6070.0,,31448.5,,,5464.0,4411.0,
77,Boise State University,Boise,ID,3,,0.8101,570.0,580.0,16485.0,4632.0,13208.0,0.2987,0.6637,0.0532,1,1136.0,6140.0,3748.0,6140.0,3422.0,,19.0,,,,6346.0,,32000.0,,,5677.0,4554.0,
78,Boise State University,Boise,ID,3,,0.8738,570.0,590.0,15997.0,4864.0,13868.0,0.2692,0.6861,0.057,1,1168.0,6832.0,3804.0,6832.0,3804.0,40000.0,21.0,,,,6541.0,,31450.0,,0.443,5955.0,4750.0,
79,Boise State University,Boise,ID,3,,0.6452,570.0,580.0,16711.0,5300.0,14756.0,0.3165,0.6887,0.0649,1,1188.0,7020.0,4128.0,7020.0,4424.0,,21.0,,,,6603.0,,32274.0,,0.524,6202.0,4843.0,
80,Boise State University,Boise,ID,3,,0.8451,570.0,580.0,16845.0,5566.0,15966.0,0.3143,0.6914,0.0821,1,1200.0,7236.0,5190.0,7236.0,5190.0,40800.0,19.0,,,,6719.0,,34139.0,,0.5463,6418.0,5072.0,
81,Boise State University,Boise,ID,3,,0.8538,580.0,600.0,16909.0,5884.0,17324.0,0.2776,0.715,0.0676,1,1242.0,7438.0,5654.0,7438.0,5184.0,41000.0,20.0,,,,7438.0,,34396.5,,0.5608,6442.0,5976.0,
82,Boise State University,Boise,ID,3,,0.7766,570.0,580.0,16557.0,6292.0,18892.0,0.3801,0.7129,0.1088,1,1270.0,7660.0,5722.0,7616.0,5168.0,41600.0,20.0,,,,6905.0,,36550.0,,0.4842,6777.0,6355.0,
83,Boise State University,Boise,ID,3,,0.77,570.0,570.0,16206.0,6641.0,19493.0,0.3571,0.7494,0.121,1,1200.0,6829.0,5090.0,7812.0,5090.0,43100.0,19.0,,,,7059.0,,40952.0,,0.4662,7399.0,6727.0,
84,Boise State University,Boise,ID,3,,0.7957,570.0,570.0,15959.0,6876.0,20926.0,0.3869,0.7562,0.1548,1,1200.0,7566.0,4730.0,7128.0,5306.0,,17.0,,,,7272.0,,41920.0,,0.4379,7885.0,7287.0,
85,Boise State University,Boise,ID,3,,0.8173,580.0,570.0,16045.0,7080.0,21530.0,0.3936,0.7817,0.1494,1,1200.0,7780.0,3364.0,8974.0,4030.0,,17.0,,,,7491.0,,42915.0,,0.4091,8187.0,7869.0,
86,Boise State University,Boise,ID,3,,0.8399,580.0,580.0,16265.0,7326.0,22642.0,0.4394,0.7975,0.1902,1,1200.0,10042.0,3364.0,8974.0,3364.0,,17.0,,,,7763.0,,,,0.3814,7859.0,8148.0,
87,Boise State University,Boise,ID,3,,0.8075,620.0,600.0,16526.0,7694.0,23776.0,0.4645,0.7947,0.211,1,1200.0,10692.0,3490.0,8994.0,4230.0,,17.0,37806.0,51155.0,,8091.0,,,,0.3641,8228.0,8429.0,
88,Boise State University,Boise,ID,3,,0.7744,620.0,610.0,16896.0,8068.0,24988.0,0.5099,0.7949,0.2617,1,1200.0,11246.0,3786.0,9760.0,4318.0,,18.0,41686.0,54019.0,,8285.0,,,,0.3296,7993.0,8775.0,
89,Boise State University,Boise,ID,3,,0.7749,610.0,600.0,16973.0,8068.0,24988.0,0.5452,0.7782,0.2868,1,1240.0,12327.0,3895.0,9921.0,4754.0,,18.0,,,0.15,8321.0,,,,0.3,8023.0,9261.0,
90,Boise State University,Boise,ID,3,12.0,0.8313,592.0,599.0,17075.0,8060.0,24980.0,0.5362,0.76,0.3067,1,1240.0,13459.0,4336.0,10423.0,4714.0,43100.0,20.0,41686.0,54019.0,0.15,8627.0,,42915.0,58298.66,0.305,7859.0,9383.0,0.7694
91,California State University-Fullerton,Fullerton,CA,3,,0.662,530.0,560.0,27335.0,2804.0,12974.0,0.4949,0.81,0.1277,1,1260.0,7046.0,2664.0,9198.0,3420.0,,,,,,7245.0,,24379.0,,,4612.0,3362.0,
92,California State University-Fullerton,Fullerton,CA,3,,0.6304,540.0,560.0,29580.0,2990.0,13160.0,0.4823,0.82,0.1372,1,1200.0,7174.0,3300.0,9360.0,3416.0,,,,,,7422.0,,25069.0,73036.4,,4560.0,3789.0,
93,California State University-Fullerton,Fullerton,CA,3,,0.6372,540.0,560.0,30703.0,3010.0,13180.0,0.4908,0.78,0.1435,1,1200.0,7306.0,3300.0,9504.0,3416.0,,,,,,7396.0,,25487.5,,,4658.0,3754.0,
94,California State University-Fullerton,Fullerton,CA,3,,0.6088,530.0,560.0,29788.0,3342.0,13536.0,0.4989,0.7872,0.1501,1,1238.0,7440.0,3398.0,9792.0,3416.0,54000.0,,,,,7935.0,,26102.0,,,5162.0,3767.0,
95,California State University-Fullerton,Fullerton,CA,3,,0.6048,530.0,560.0,29868.0,3650.0,13820.0,0.4904,0.7931,0.1462,1,1568.0,8722.0,3800.0,10872.0,3900.0,,24.0,,,,8170.0,,28787.0,,,6926.0,4005.0,
96,California State University-Fullerton,Fullerton,CA,3,,0.5959,530.0,560.0,30670.0,4662.0,15622.0,0.5165,0.8022,0.1553,1,1638.0,9082.0,3800.0,11124.0,3900.0,51600.0,27.0,,,,8300.0,,30815.5,,0.2968,6334.0,3727.0,
97,California State University-Fullerton,Fullerton,CA,3,,0.5509,540.0,570.0,29876.0,4858.0,16018.0,0.5143,0.8438,0.1647,1,1620.0,9632.0,3900.0,11430.0,4000.0,,26.0,,,,8209.0,,30351.5,,0.2631,6205.0,4949.0,
98,California State University-Fullerton,Fullerton,CA,3,,0.4515,540.0,570.0,30702.0,6120.0,17280.0,0.5005,0.8496,0.1373,1,1700.0,10300.0,4100.0,12000.0,4200.0,49700.0,25.0,,,,8102.0,,29305.0,,0.2755,7349.0,5548.0,
99,California State University-Fullerton,Fullerton,CA,3,,0.4669,550.0,570.0,32278.0,6195.0,17853.0,0.5115,0.8824,0.1338,1,1720.0,11540.0,4300.0,12213.0,4400.0,49000.0,26.0,,,,8457.0,,30630.0,,0.3214,7321.0,6187.0,
100,California State University-Fullerton,Fullerton,CA,3,,0.4579,550.0,580.0,33000.0,6186.0,17346.0,0.5347,0.8853,0.1361,1,1806.0,12816.0,2697.0,12708.0,2817.0,49000.0,24.0,,,,8521.0,,29688.0,,0.3327,7685.0,6147.0,
101,California State University-Fullerton,Fullerton,CA,3,,0.4447,550.0,580.0,32610.0,6315.0,17475.0,0.5572,0.8856,0.1394,1,1806.0,13510.0,2754.0,12924.0,2854.0,51800.0,25.0,,,,8561.0,,29036.0,,0.3308,7739.0,5984.0,
102,California State University-Fullerton,Fullerton,CA,3,,0.4186,560.0,570.0,33009.0,6437.0,17597.0,0.6192,0.8812,0.1733,1,1860.0,14574.0,2772.0,13434.0,2842.0,,25.0,,,,8854.0,,29029.5,,0.306,7752.0,5731.0,
103,California State University-Fullerton,Fullerton,CA,3,,0.4823,550.0,570.0,34416.0,6560.0,17720.0,0.6226,0.8866,0.176,1,1898.0,15342.0,2854.0,13882.0,2924.0,,25.0,,,,9422.0,,28124.0,,0.3006,7962.0,5518.0,
104,California State University-Fullerton,Fullerton,CA,3,,0.4572,590.0,590.0,35045.0,6850.0,18730.0,0.6624,0.8683,0.219,1,1948.0,15642.0,2902.0,14502.0,2974.0,,25.0,,,,9747.0,,,,0.3012,7101.0,5693.0,
105,California State University-Fullerton,Fullerton,CA,3,,0.4341,610.0,610.0,34637.0,6886.0,18766.0,0.6775,0.8813,0.2195,1,2002.0,15898.0,2952.0,15150.0,3024.0,,25.0,50465.0,60595.0,,10201.0,,,,0.285,6858.0,5172.0,
106,California State University-Fullerton,Fullerton,CA,3,,0.5269,600.0,600.0,35087.0,6924.0,18804.0,0.6897,0.8871,0.2256,1,2058.0,15852.0,3209.0,16189.0,3283.0,,25.0,55014.0,64051.0,,10392.0,,,,0.2631,7190.0,5115.0,
107,California State University-Fullerton,Fullerton,CA,3,,0.6762,590.0,590.0,36874.0,6953.0,18833.0,0.6868,0.8894,0.2552,1,1150.0,16296.0,4316.0,15592.0,4864.0,,27.0,,,0.21,10331.0,,,,0.2515,7468.0,4911.0,
108,California State University-Fullerton,Fullerton,CA,3,21.0,0.5943,592.0,599.0,35502.0,6976.0,18856.0,0.7147,0.8681,0.2897,1,1203.0,16703.0,3133.0,17100.0,5003.0,51800.0,25.0,55014.0,64051.0,0.21,10353.0,,28124.0,73036.4,0.1913,6668.0,5270.0,0.8783
109,California State University-Long Beach,Long Beach,CA,3,,0.4897,550.0,580.0,27386.0,2658.0,12828.0,0.4646,0.86,0.1075,1,1260.0,6380.0,2410.0,8334.0,3172.0,,,,,,7290.0,,23967.0,,,5133.0,2731.0,
110,California State University-Long Beach,Long Beach,CA,3,,0.5295,550.0,580.0,28719.0,2864.0,13034.0,0.4627,0.85,0.1091,1,1242.0,6530.0,2718.0,8568.0,3146.0,,,,,,7450.0,,24552.0,66954.9,,5076.0,3312.0,
111,California State University-Long Beach,Long Beach,CA,3,,0.5404,560.0,580.0,29795.0,2864.0,13034.0,0.4779,0.85,0.1167,1,1314.0,6648.0,2984.0,8910.0,3276.0,,,,,,7452.0,,25825.0,,,5461.0,3315.0,
112,California State University-Long Beach,Long Beach,CA,3,,0.5166,550.0,580.0,30633.0,3116.0,13286.0,0.4683,0.8549,0.0971,1,1386.0,7536.0,3080.0,9288.0,3380.0,55600.0,,,,,8108.0,,26274.0,,,5230.0,3155.0,
