,School_Name,City,State,PREDDEG,LOCALE,Admission_Rate,ACT_Reading_Scores_75th_Percentile,ACT_Math_Scores_75th_Percentile,Undergraduate_Enrollment,InState_Tuition,OutOfState_Tuition,C150_4,RET_FT4,Completion_Rate_100%_Expected_Time,ICLEVEL,BOOKSUPPLY,ROOMBOARD_ON,OTHEREXPENSE_ON,ROOMBOARD_OFF,OTHEREXPENSE_OFF,Mean_Earnings_10_Years_Post_Grad,Student_Faculty_Ratio,Median_Woman_Earnings_Post_Grad,Median_Male_Earnings_Post_Grad,Percentage_Federal_Loans_Paid_After_4Years,Average_Faculty_Salary
2653,University of Tulsa,Tulsa,OK,3,11.0,0.7524,680.0,690.0,2698.0,45673.0,45673.0,0.7341,0.8219,0.5842,1,1200.0,12422.0,6970.0,11963.0,6970.0,60500,11.0,52701.0,67218.0,0.21-0.22,11072.0
2666,Eastern Oregon University,La Grande,OR,3,33.0,0.9768,632.0,632.0,2397.0,9696.0,22386.0,0.3819,0.6453,0.2686,1,1260.0,10455.0,3258.0,10455.0,3258.0,44100,15.0,44739.0,52366.0,0.09,7819.0
2667,New Hope Christian College-Eugene,Eugene,OR,3,12.0,0.2727,632.0,632.0,40.0,15700.0,15700.0,0.5517,0.6364,0.1667,1,1000.0,6300.0,4000.0,8300.0,4000.0,31100,8.0,32635.0,35524.0,0.10-0.19,0.0
2668,George Fox University,Newberg,OR,3,31.0,0.8254,680.0,670.0,2545.0,38520.0,38520.0,0.6947,0.8219,0.601,1,950.0,12700.0,2050.0,12700.0,2050.0,51000,16.0,48639.0,60511.0,0.25,7658.0
2671,Lewis & Clark College,Portland,OR,3,11.0,0.7945,730.0,690.0,2096.0,57404.0,57404.0,0.7416,0.8627,0.6713,1,1050.0,13946.0,2052.0,13946.0,2052.0,55000,12.0,53413.0,50582.0,0.25-0.26,10175.0
2672,Linfield University,McMinnville,OR,3,32.0,0.8459,632.0,632.0,1273.0,46032.0,46032.0,0.673,0.8133,0.5485,1,1000.0,13200.0,1950.0,13200.0,1950.0,60300,10.0,67620.0,74327.0,0.23,7142.0
2677,Mount Angel Seminary,Saint Benedict,OR,3,31.0,0.4,632.0,632.0,29.0,26256.0,26256.0,0.5385,0.5,0.5385,1,1000.0,14868.0,2100.0,14868.0,2100.0,PrivacySuppressed,6.0,0.0,58380.0,PrivacySuppressed,6418.0
2679,Multnomah University,Portland,OR,3,11.0,0.5938,632.0,632.0,334.0,28810.0,28810.0,0.5536,0.5435,0.4643,1,1680.0,9920.0,6000.0,11000.0,6000.0,38100,12.0,33786.0,55015.0,0.15-0.19,5357.0
2681,Bushnell University,Eugene,OR,3,12.0,0.6798,620.0,595.0,470.0,32320.0,32320.0,0.6024,0.7356,0.506,1,1050.0,10190.0,2250.0,10190.0,2700.0,45700,13.0,45824.0,54918.0,0.15-0.19,5754.0
2683,Oregon Institute of Technology,Klamath Falls,OR,3,33.0,0.9062,650.0,650.0,3257.0,11622.0,32515.0,0.5556,0.6792,0.2809,1,1225.0,10214.0,3568.0,12040.0,3568.0,57800,15.0,58593.0,80269.0,0.2,8499.0
2684,Oregon State University,Corvallis,OR,3,13.0,0.8921,680.0,690.0,27038.0,12188.0,31579.0,0.6818,0.8675,0.4059,1,600.0,13860.0,2754.0,13860.0,2745.0,56700,18.0,52655.0,69532.0,0.19,10714.0
2685,University of Oregon,Eugene,OR,3,12.0,0.9342,632.0,632.0,18489.0,14421.0,40464.0,0.7436,0.8718,0.6078,1,1158.0,13509.0,2196.0,10629.0,2196.0,51300,20.0,53599.0,62311.0,0.2,11521.0
2686,Pacific Northwest College of Art,Portland,OR,3,11.0,0.9753,632.0,632.0,384.0,42768.0,42768.0,0.3571,0.593,0.2571,1,1200.0,17156.0,2850.0,17156.0,2850.0,37400,10.0,25587.0,39118.0,0.10-0.14,6773.0
2687,Pacific University,Forest Grove,OR,3,21.0,0.9104,650.0,660.0,1638.0,50070.0,50070.0,0.7077,0.8046,0.6367,1,1050.0,13892.0,1800.0,9428.0,1800.0,51400,10.0,56045.0,60287.0,0.22,8507.0
2694,Portland State University,Portland,OR,3,11.0,0.9843,640.0,610.0,15674.0,10386.0,29286.0,0.5381,0.757,0.2881,1,1200.0,13500.0,3210.0,13500.0,3210.0,50800,19.0,51038.0,59725.0,0.12,10304.0
2695,University of Portland,Portland,OR,3,11.0,0.8119,690.0,670.0,3565.0,49864.0,49864.0,0.8077,0.8991,0.7365,1,750.0,14608.0,2454.0,10036.0,2788.0,62500,11.0,72178.0,83801.0,0.32,9297.0
2696,Reed College,Portland,OR,3,11.0,0.4381,632.0,632.0,1521.0,62730.0,62730.0,0.7266,0.876,0.6067,1,1050.0,15640.0,1550.0,11690.0,1550.0,52700,9.0,53905.0,50246.0,0.35-0.39,10099.0
2698,Southern Oregon University,Ashland,OR,3,22.0,0.897,630.0,600.0,3208.0,11142.0,28962.0,0.4103,0.6919,0.2833,1,999.0,15066.0,1500.0,11501.0,1500.0,43400,20.0,44888.0,50409.0,0.11,9106.0
2702,Warner Pacific University,Portland,OR,3,11.0,0.7562,632.0,632.0,406.0,19860.0,19860.0,0.3375,0.6875,0.2597,1,160.0,9472.0,2686.0,11520.0,3008.0,45200,6.0,51568.0,56388.0,0.09,5808.0
2703,Corban University,Salem,OR,3,12.0,0.375,605.0,560.0,861.0,34756.0,34756.0,0.6436,0.7083,0.562,1,1000.0,10616.0,4000.0,12000.0,4000.0,40200,12.0,40779.0,56778.0,0.23-0.24,6579.0
2706,Willamette University,Salem,OR,3,12.0,0.7962,632.0,632.0,1186.0,44234.0,44234.0,0.7198,0.8019,0.6564,1,1042.0,13480.0,1350.0,13480.0,1350.0,57900,12.0,54588.0,63641.0,0.27-0.28,10969.0
2707,Western Oregon University,Monmouth,OR,3,31.0,0.9157,632.0,632.0,3524.0,10269.0,29709.0,0.4834,0.6547,0.2748,1,1200.0,10803.0,2460.0,10146.0,2460.0,43400,12.0,46144.0,55751.0,0.12,6984.0
2709,Bryn Athyn College of the New Church,Bryn Athyn,PA,3,21.0,0.9056,670.0,623.0,243.0,26214.0,26214.0,0.4819,0.4808,0.3284,1,1000.0,12984.0,2571.0,7000.0,2571.0,PrivacySuppressed,6.0,0.0,40405.0,0.10-0.19,7150.0
2711,Albright College,Reading,PA,3,13.0,0.7631,632.0,632.0,1366.0,27678.0,27678.0,0.4725,0.6648,0.4134,1,1300.0,13176.0,2300.0,13176.0,2700.0,51400,11.0,52218.0,62433.0,0.13,6548.0
2714,Allegheny College,Meadville,PA,3,32.0,0.7544,680.0,670.0,1538.0,52530.0,52530.0,0.7454,0.8325,0.6735,1,1000.0,13420.0,2500.0,10920.0,2500.0,56800,9.0,58116.0,62776.0,0.21-0.22,8079.0
2716,DeSales University,Center Valley,PA,3,41.0,0.7822,640.0,620.0,2265.0,41000.0,41000.0,0.6932,0.8145,0.63,1,1468.0,13300.0,3706.0,11576.0,2138.0,54700,13.0,52600.0,65383.0,0.17,8394.0
2718,Alvernia University,Reading,PA,3,13.0,0.5777,632.0,632.0,2025.0,39280.0,39280.0,0.6534,0.7283,0.4065,1,1500.0,13680.0,2500.0,5100.0,3600.0,47300,13.0,48878.0,59844.0,0.11,7489.0
2722,Clarks Summit University,Clarks Summit,PA,3,21.0,0.5827,632.0,632.0,395.0,27200.0,27200.0,0.5488,0.7143,0.1692,1,1000.0,6800.0,1700.0,8100.0,2903.0,35200,11.0,27924.0,52256.0,0.20-0.24,4203.0
2724,Arcadia University,Glenside,PA,3,21.0,0.8242,640.0,640.0,1703.0,46220.0,46220.0,0.6181,0.7696,0.541,1,1500.0,14170.0,1100.0,21400.0,1100.0,48000,10.0,53128.0,59155.0,0.17,8167.0
2726,Bloomsburg University of Pennsylvania,Bloomsburg,PA,3,13.0,0.901,632.0,632.0,6719.0,10982.0,22806.0,0.5944,0.753,0.417,1,1200.0,10718.0,3210.0,9408.0,3210.0,48100,19.0,49259.0,59834.0,0.15,10129.0
2727,Bryn Mawr College,Bryn Mawr,PA,3,21.0,0.3934,632.0,632.0,1422.0,56320.0,56320.0,0.8701,0.8858,0.8104,1,1000.0,17370.0,1000.0,11605.66,3007.4,61000,9.0,70051.0,248999.0,0.30-0.34,11190.0
2728,Bucknell University,Lewisburg,PA,3,32.0,0.345,710.0,740.0,3714.0,59802.0,59802.0,0.8795,0.9075,0.8326,1,900.0,14874.0,2164.0,14874.0,2164.0,82400,9.0,81769.0,90781.0,0.35-0.36,11800.0
2733,Cabrini University,Radnor,PA,3,21.0,0.8004,620.0,595.0,1292.0,33845.0,33845.0,0.5231,0.7554,0.4308,1,1200.0,12965.0,1700.0,10000.0,1700.0,49600,14.0,50108.0,62601.0,0.13-0.14,7333.0
2734,California University of Pennsylvania,California,PA,3,23.0,0.9708,580.0,570.0,4314.0,11108.0,15726.0,0.4836,0.6658,0.367,1,1000.0,10416.0,5002.0,10794.0,5002.0,44800,19.0,43060.0,52394.0,0.12,10490.0
2735,Carlow University,Pittsburgh,PA,3,11.0,0.9205,590.0,550.0,1244.0,32390.0,32390.0,0.5229,0.7586,0.4266,1,1400.0,12628.0,2082.0,12628.0,2082.0,44200,11.0,48009.0,58658.0,0.08,7330.0
2736,Carnegie Mellon University,Pittsburgh,PA,3,11.0,0.1354,760.0,800.0,6880.0,58924.0,58924.0,0.9277,0.9736,0.7896,1,1000.0,16150.0,1400.0,14340.0,1400.0,103000,5.0,92001.0,134264.0,0.49,12634.0
2737,Cedar Crest College,Allentown,PA,3,12.0,0.6878,620.0,590.0,1041.0,42591.0,42591.0,0.6369,0.7527,0.514,1,3000.0,12519.0,850.0,12519.0,500.0,48700,9.0,54726.0,62502.0,0.09-0.10,7755.0
2738,Central Penn College,Summerdale,PA,3,21.0,0.8866,632.0,632.0,858.0,18714.0,18714.0,0.4444,0.5106,0.2821,1,1500.0,7416.0,1200.0,5750.0,1200.0,37700,9.0,42300.0,53990.0,0.06,5156.0
2739,Chatham University,Pittsburgh,PA,3,11.0,0.7339,632.0,632.0,1192.0,40877.0,40877.0,0.6286,0.7885,0.5619,1,1000.0,12226.0,2000.0,12226.0,3500.0,43400,10.0,49352.0,0.0,0.15-0.19,8036.0
2740,Chestnut Hill College,Philadelphia,PA,3,11.0,0.9791,550.0,540.0,1011.0,38635.0,38635.0,0.6262,0.6816,0.5631,1,1400.0,11800.0,4226.0,11748.0,10225.0,46800,9.0,43990.0,58899.0,0.08,6073.0
2743,Clarion University of Pennsylvania,Clarion,PA,3,33.0,0.9921,632.0,632.0,3071.0,11223.0,16102.0,0.5516,0.7493,0.4251,1,1240.0,12930.0,3400.0,12930.0,3400.0,40600,17.0,40803.0,51802.0,0.1,9946.0
2745,Curtis Institute of Music,Philadelphia,PA,3,11.0,0.048,632.0,632.0,109.0,5015.0,5015.0,0.8095,0.9,0.3684,1,4750.0,15288.0,2892.0,16614.0,5782.0,PrivacySuppressed,2.0,0.0,0.0,PrivacySuppressed,8437.0
2747,Delaware Valley University,Doylestown,PA,3,21.0,0.9283,640.0,610.0,1644.0,41380.0,41380.0,0.5362,0.6938,0.4596,1,1000.0,14850.0,1800.0,14850.0,1800.0,44700,13.0,46882.0,59721.0,0.19,8577.0
2748,Dickinson College,Carlisle,PA,3,13.0,0.4808,632.0,632.0,2138.0,58733.0,58733.0,0.8242,0.9243,0.7857,1,1324.0,15252.0,1928.0,15252.0,1991.0,64100,9.0,65913.0,80080.0,0.27-0.28,9310.0
2750,Drexel University,Philadelphia,PA,3,11.0,0.8263,690.0,720.0,14308.0,57136.0,57136.0,0.7822,0.8959,0.3118,1,1700.0,16488.0,1200.0,17442.0,1200.0,78000,10.0,73473.0,85412.0,0.25,11473.0
2751,Duquesne University,Pittsburgh,PA,3,11.0,0.8426,660.0,650.0,5071.0,43526.0,43526.0,0.7833,0.8427,0.6683,1,1400.0,14144.0,2200.0,14144.0,2200.0,68200,13.0,67974.0,79037.0,0.22,9283.0
2752,East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,3,13.0,0.9339,580.0,570.0,4275.0,11559.0,20097.0,0.4854,0.6695,0.3606,1,1364.0,11760.0,2338.0,8179.0,3252.0,47200,18.0,49426.0,59118.0,0.12,10213.0
2753,Eastern University,Saint Davids,PA,3,21.0,0.687,632.0,632.0,1665.0,35590.0,35590.0,0.6043,0.7387,0.4968,1,1368.0,12120.0,4167.0,9504.0,1512.0,48100,13.0,45861.0,54844.0,0.12,5974.0
2754,Edinboro University of Pennsylvania,Edinboro,PA,3,31.0,0.9237,600.0,570.0,2779.0,10544.0,15062.0,0.4716,0.7094,0.3357,1,1400.0,11660.0,3450.0,11660.0,3450.0,38100,16.0,37194.0,45102.0,0.09,10423.0
2755,Elizabethtown College,Elizabethtown,PA,3,21.0,0.7948,650.0,630.0,1667.0,34600.0,34600.0,0.755,0.8404,0.7012,1,1100.0,12330.0,1050.0,7806.0,1050.0,55000,12.0,57276.0,74478.0,0.21,9080.0
2768,Franklin and Marshall College,Lancaster,PA,3,13.0,0.3754,632.0,632.0,2137.0,63406.0,63406.0,0.8277,0.9115,0.777,1,1200.0,14740.0,1272.0,14740.0,1272.0,69200,9.0,78150.0,82488.0,0.29-0.30,10137.0
2769,Gannon University,Erie,PA,3,13.0,0.8359,620.0,630.0,2681.0,34526.0,34526.0,0.6427,0.8137,0.5076,1,1158.0,14600.0,2736.0,14900.0,2736.0,55100,13.0,54819.0,60613.0,0.17,8045.0
2770,Geneva College,Beaver Falls,PA,3,21.0,0.7937,632.0,632.0,1072.0,29970.0,29970.0,0.7052,0.7273,0.6292,1,1100.0,10850.0,1700.0,3000.0,1700.0,43300,11.0,43307.0,55734.0,0.19-0.20,7301.0
2771,Gettysburg College,Gettysburg,PA,3,13.0,0.5633,720.0,710.0,2399.0,59960.0,59960.0,0.8197,0.9063,0.7868,1,1000.0,14370.0,1000.0,3000.0,400.0,66300,10.0,67244.0,75737.0,0.29-0.30,9703.0
2774,Grove City College,Grove City,PA,3,32.0,0.7257,690.0,692.0,2173.0,19310.0,19310.0,0.8752,0.8918,0.8679,1,1000.0,10680.0,850.0,10680.0,850.0,0,13.0,0.0,0.0,PrivacySuppressed,0.0
2775,Gwynedd Mercy University,Gwynedd Valley,PA,3,21.0,0.906,610.0,590.0,1484.0,36244.0,36244.0,0.5462,0.7985,0.5068,1,1300.0,12938.0,3847.0,9150.0,8724.0,56500,10.0,60863.0,63796.0,0.12,6853.0
2778,Haverford College,Haverford,PA,3,21.0,0.1784,760.0,780.0,1420.0,61210.0,61210.0,0.9012,0.9371,0.843,1,1194.0,17300.0,1866.0,17300.0,1866.0,75100,8.0,70022.0,97317.0,0.40-0.49,10700.0
2780,Holy Family University,Philadelphia,PA,3,11.0,0.7703,655.0,565.0,2141.0,31640.0,31640.0,0.5621,0.819,0.506,1,1134.0,14500.0,952.0,10488.0,1398.0,54300,13.0,57114.0,67698.0,0.13,7306.0
2781,Hussian College-Philadelphia,Philadelphia,PA,3,11.0,0.6,632.0,632.0,71.0,22225.0,22225.0,0.7368,0.6667,0.1053,1,0.0,0.0,0.0,14760.0,7360.0,36800,16.0,25101.0,33047.0,0.05,0.0
2782,Immaculata University,Immaculata,PA,3,21.0,0.7958,630.0,600.0,1363.0,27750.0,27750.0,0.6862,0.817,0.5561,1,2166.0,12620.0,3934.0,12620.0,3934.0,54700,9.0,58213.0,61185.0,0.13,4829.0
2783,Indiana University of Pennsylvania-Main Campus,Indiana,PA,3,32.0,0.942,580.0,560.0,6989.0,13144.0,18897.0,0.5559,0.7133,0.4148,1,1100.0,12446.0,2080.0,12446.0,2080.0,44200,22.0,43689.0,51347.0,0.13,10639.0
2787,Juniata College,Huntingdon,PA,3,32.0,0.7443,632.0,632.0,1193.0,51076.0,51076.0,0.7584,0.8313,0.7275,1,1000.0,13050.0,1250.0,13050.0,1250.0,56800,11.0,53552.0,64542.0,0.19-0.20,8125.0
2788,Keystone College,La Plume,PA,3,21.0,0.8215,590.0,580.0,1055.0,17300.0,17300.0,0.4607,0.63,0.3598,1,600.0,11900.0,2500.0,5200.0,3000.0,36800,13.0,35268.0,49802.0,0.09,6640.0
2789,King's College,Wilkes-Barre,PA,3,13.0,0.9584,632.0,632.0,1750.0,40880.0,40880.0,0.6731,0.6977,0.5938,1,1300.0,14286.0,2708.0,9002.0,3436.0,57500,13.0,56747.0,62104.0,0.17,8399.0
2791,Kutztown University of Pennsylvania,Kutztown,PA,3,31.0,0.9725,610.0,590.0,6484.0,11170.0,15278.0,0.539,0.7765,0.3749,1,1440.0,10830.0,4290.0,10830.0,4290.0,43900,19.0,45761.0,55237.0,0.12,10022.0
2792,La Roche University,Pittsburgh,PA,3,21.0,0.9813,590.0,570.0,932.0,31570.0,31570.0,0.5139,0.6837,0.426,1,1200.0,12634.0,2430.0,8100.0,3230.0,42800,12.0,47643.0,50494.0,0.13-0.14,7122.0
2793,La Salle University,Philadelphia,PA,3,11.0,0.8135,632.0,632.0,2656.0,33150.0,33150.0,0.5762,0.6661,0.5262,1,1000.0,15350.0,1000.0,7500.0,1000.0,61100,12.0,62779.0,67348.0,0.14,9480.0
2795,Lafayette College,Easton,PA,3,21.0,0.4074,720.0,740.0,2719.0,57114.0,57114.0,0.8791,0.9107,0.8493,1,1000.0,16670.0,1150.0,12000.0,1345.0,80500,10.0,86605.0,101761.0,0.37-0.38,11981.0
2796,Lancaster Bible College,Lancaster,PA,3,21.0,0.96,620.0,590.0,1350.0,27370.0,27370.0,0.6162,0.7987,0.4719,1,1000.0,11204.0,2350.0,7000.0,2350.0,37900,15.0,28515.0,49691.0,0.17-0.18,5619.0
2801,Lebanon Valley College,Annville,PA,3,23.0,0.7764,640.0,650.0,1635.0,47180.0,47180.0,0.6791,0.8447,0.6352,1,1200.0,12810.0,2400.0,12810.0,2400.0,48500,11.0,54284.0,62420.0,0.23-0.24,7942.0
2804,Lehigh University,Bethlehem,PA,3,13.0,0.4597,730.0,760.0,5446.0,57470.0,57470.0,0.8734,0.9358,0.7787,1,1000.0,15330.0,1065.0,15330.0,1065.0,94100,10.0,90601.0,105897.0,0.41,14034.0
